site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
225;-0.0171083469349914;0.0201299865419734;6;0;12;7;6;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0
226;0.00452754373005283;-0.00861857282769895;0;0;0;0;0;0;1;1;3;4;0;6;5;0;4;6;7;0;3;0
227;-0.00824906500890597;-0.00471092172956728;1;0;7;2;5;3;1;9;3;0;2;3;2;0;2;0;0;0;0;0
228;0.000760214633851462;-0.0113852033362373;0;0;2;0;1;3;1;7;3;3;0;10;3;2;2;1;0;2;0;0
229;-0.005305622958601121;-0.008952979487584759;0;0;5;2;4;7;0;4;5;6;0;2;1;0;1;2;0;0;1;0
230;-0.0166857467025237;0.0185333827649126;10;0;7;6;6;3;1;3;2;1;1;0;0;0;0;0;0;0;0;0
231;0.0146320800036443;0.0149859397958342;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;3;15;7;8;0
232;-0.0106369211643984;0.000200290612729073;6;2;7;9;0;2;5;3;2;0;2;0;1;1;0;0;0;0;0;0
233;0.013110637505656001;0.00992403643580616;0;0;0;0;0;0;0;0;0;0;0;3;2;1;6;8;8;4;8;0
234;0.00845734639959227;-0.0022401433175320102;0;0;0;0;0;0;0;1;0;2;0;4;3;1;6;7;4;4;8;0
235;-0.00460523298763464;-0.009667706242419359;1;0;2;3;3;4;1;8;4;1;1;6;3;1;1;0;0;0;1;0
236;-0.0126401868745491;0.00533615894868363;8;0;2;9;7;3;0;4;3;0;2;1;0;1;0;0;0;0;0;0
237;-0.005268598377877571;-0.008993597763635121;1;1;3;6;1;2;3;5;7;1;4;3;0;1;0;1;0;0;0;1
238;0.0127399393462527;0.00877169374094882;0;0;0;0;0;0;0;0;0;0;0;5;2;6;8;6;0;7;6;0
239;-0.00531672801314535;-0.008940734837847741;3;1;4;2;7;4;0;4;5;1;1;3;3;1;0;1;0;0;0;0
240;-0.0170112474336145;0.0197594907583106;9;1;3;11;5;3;1;3;2;1;1;0;0;0;0;0;0;0;0;0
241;0.0096781094321497;0.000467240535325275;0;0;0;0;0;0;0;1;0;0;4;4;1;3;5;7;3;7;4;1
242;0.0151493075297991;0.0168285259577984;0;0;0;0;0;0;0;0;2;1;1;0;1;0;5;5;7;12;6;0
243;-0.0145252280638654;0.0110152130821985;7;1;3;8;4;9;2;1;0;1;1;1;1;1;0;0;0;0;0;0
244;-0.00541385024029151;-0.00883243233566492;0;1;2;6;2;3;1;7;3;2;1;3;5;1;1;2;0;0;0;0
245;0.0044214483202948;-0.00874133619882399;0;0;0;1;0;2;0;1;4;2;1;5;7;3;6;3;1;2;2;0
246;0.00960714502847536;0.00030043610102670497;0;1;0;0;0;0;0;0;1;2;0;4;8;1;4;7;3;6;3;0
247;-0.0165191133156043;0.0179151705379198;6;0;9;7;6;7;1;3;1;0;0;0;0;0;0;0;0;0;0;0
248;-0.0135537454638071;0.00798596013851355;9;0;10;4;3;2;0;4;4;1;2;0;0;1;0;0;0;0;0;0
249;0.0139385775292728;0.0126123327075646;0;0;0;0;0;0;0;0;0;0;1;2;1;1;5;9;3;8;10;0
250;0.0104188060175743;0.0022776894366572102;0;0;0;0;1;1;0;0;3;1;0;4;2;2;3;8;2;8;5;0
251;-0.0111611454017516;0.00145474695658521;4;0;8;3;3;8;2;5;5;0;0;2;0;0;0;0;0;0;0;0
252;0.0016476412465084099;-0.0110285832625615;0;0;0;3;0;1;1;3;7;3;0;6;3;7;2;1;0;1;2;0
253;-0.0014605924694646802;-0.0114806525120848;1;2;1;4;0;2;6;7;4;0;3;5;0;2;0;3;0;0;0;0
254;-0.0137702061736025;0.00864205249745388;12;3;2;7;0;4;5;3;0;0;2;1;0;1;0;0;0;0;0;0
255;-0.00599655037261779;-0.00813691659213424;2;0;3;6;5;7;1;3;5;0;1;4;2;0;0;1;0;0;0;0
256;0.00446374484047255;-0.00869270631446161;0;0;0;0;2;0;0;2;4;2;0;2;7;5;7;3;1;4;1;0
257;-0.00114510208454746;-0.0115364974345076;1;0;1;0;2;3;1;8;2;2;0;2;6;5;5;1;0;0;1;0
258;-0.00347941400464019;-0.0105791852333792;0;1;1;1;1;6;3;4;6;1;4;4;1;5;2;0;0;0;0;0
259;0.00962460555554515;0.00034136984631301604;0;0;0;0;0;0;0;1;0;3;0;6;6;4;9;2;2;4;3;0
260;-0.0147461821938729;0.0117346076684406;6;0;7;10;4;4;2;2;3;1;0;0;0;0;1;0;0;0;0;0
261;-0.0175060209976682;0.02167008158774;15;9;1;7;0;3;3;1;0;0;0;1;0;0;0;0;0;0;0;0
262;0.0113014799750052;0.0046006113573758296;0;0;0;0;1;0;0;1;2;2;0;4;2;0;4;6;3;9;6;0
263;-0.00609227458578841;-0.0080151611583589;0;1;4;2;2;5;1;5;9;4;0;3;1;1;1;0;1;0;0;0
264;0.0047092392092924;-0.00840229487022783;1;0;0;1;1;1;1;4;2;2;0;8;5;4;5;1;1;1;2;0
265;0.0162145398831685;0.020817971051904;0;0;0;0;0;0;0;0;0;0;1;0;2;1;5;6;3;11;11;0
266;0.0133540374238314;0.0106979212064757;0;0;0;0;0;0;0;0;0;1;0;7;5;0;6;3;6;4;8;0
267;-0.0021723688810289803;-0.01127023791383;1;0;2;5;1;3;0;3;1;4;2;8;4;1;4;1;0;0;0;0
268;0.0030773841876449697;-0.010071512013514;0;1;0;1;0;0;4;3;4;0;5;5;2;1;3;5;2;4;0;0
269;0.00035177875796552;-0.0114882261147397;0;0;0;3;1;3;0;6;6;6;0;1;3;3;3;1;2;1;1;0
270;0.0016313926886281699;-0.0110367472787162;0;0;1;1;1;3;1;3;2;2;0;8;5;4;3;3;0;2;1;0
271;0.00729080901630827;-0.00450572267988001;0;0;0;0;1;0;1;0;2;3;0;1;3;0;5;7;5;9;3;0
272;0.00507370285282024;-0.00794547903676685;0;0;1;0;0;2;0;3;4;0;2;6;3;7;2;6;1;2;0;1
273;-0.00697070441998729;-0.00679904850614886;2;0;4;2;2;8;2;4;6;0;3;4;2;1;0;0;0;0;0;0
274;0.0164037672507067;0.0215540620446462;0;0;0;0;0;0;0;0;0;1;0;1;3;1;3;8;5;10;8;0
275;-0.00751138198661539;-0.00596193491323453;1;2;1;2;2;6;1;9;5;4;0;3;0;0;2;0;1;0;1;0
276;0.0024609315224015;-0.0105420528455314;0;0;0;2;0;0;0;3;7;4;2;3;0;3;7;2;1;3;3;0
277;0.0104610141570994;0.00238467215093404;0;0;0;0;0;0;0;0;3;0;1;1;3;0;5;6;12;6;3;0
278;0.0131134618869379;0.00993293804198274;0;0;0;0;0;0;0;0;0;1;0;1;3;3;5;4;1;13;9;0
279;0.0135655822950842;0.011381635635722;0;0;0;0;0;0;0;0;0;0;4;4;1;0;11;4;2;7;7;0
280;0.00170174957908645;-0.0110009572227473;0;0;1;0;0;1;0;4;4;4;1;5;6;2;8;1;0;1;2;0
281;-0.00288422733525472;-0.0109427880212449;1;0;0;0;1;4;3;4;6;2;0;6;9;3;1;0;0;0;0;0
282;0.00204110163864367;-0.0108122780542644;0;0;2;0;1;0;0;4;3;5;0;10;5;1;5;2;1;1;0;0
283;0.00454606235042342;-0.0085968784204702;0;0;0;0;0;0;0;0;6;2;2;4;2;3;6;7;4;2;2;0
284;0.0166622627711354;0.022572967665466;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;8;7;8;11;0
285;-0.00460708757644472;-0.00966596326970237;1;1;3;2;0;3;6;4;3;0;2;6;1;3;1;3;0;1;0;0
286;0.0123323104946044;0.0075411813345303705;0;0;0;0;0;0;1;0;0;1;0;4;2;3;4;13;2;3;7;0
287;-0.0146555411454045;0.0114381297768541;7;0;10;7;5;3;3;3;0;2;0;0;0;0;0;0;0;0;0;0
288;-0.00337962349917847;-0.0106458556994578;1;1;2;3;1;6;2;8;5;1;1;6;2;1;0;0;0;0;0;0
289;-0.0068805249433087105;-0.00693210186730268;2;0;6;5;2;6;3;4;5;0;2;1;1;2;0;1;0;0;0;0
290;0.00535843395285663;-0.0075672568792445;0;0;1;0;0;2;0;2;3;1;3;6;4;3;5;6;2;0;1;1
291;0.00533948541074029;-0.007593008631377991;0;0;1;0;2;0;1;1;1;0;0;1;8;8;6;6;0;2;3;0
292;0.00668614215694718;-0.0055564134118861;0;0;0;1;0;0;2;2;0;1;3;5;2;2;6;9;1;2;3;1
293;-0.00435700747944076;-0.00989382523601453;1;0;1;0;2;4;1;8;4;4;0;8;2;3;1;0;0;1;0;0
294;-0.0155613644479345;0.0144862456157616;9;4;3;7;3;6;4;2;1;0;1;0;0;0;0;0;0;0;0;0
295;-0.014287606621549;0.0102541336079656;7;1;3;5;0;7;6;4;2;0;5;0;0;0;0;0;0;0;0;0
296;-0.014897498524018999;0.0122337756593648;9;0;8;7;3;6;2;1;3;0;0;1;0;0;0;0;0;0;0;0
297;0.0162737189279724;0.0210472878499258;0;0;0;0;0;0;0;1;0;0;0;3;1;2;7;6;3;9;7;1
298;0.000948356033699575;-0.0113247876274104;0;1;0;1;2;1;1;3;8;0;1;5;3;1;2;5;1;4;1;0
299;0.00785714391264744;-0.00344506773667825;0;0;0;0;1;1;1;3;1;0;2;8;1;4;7;5;1;1;4;0
300;0.0004984493246233781;-0.0114556632387066;0;0;0;2;2;5;1;4;5;3;1;5;3;1;2;5;1;0;0;0
301;0.0084453128532895;-0.00226511822480326;0;0;0;0;0;0;1;2;2;1;0;5;5;2;6;2;2;8;4;0
302;-0.00583012617931857;-0.00834356083726355;0;0;5;3;5;6;1;5;7;0;3;2;1;0;2;0;0;0;0;0
303;0.0118911893348651;0.00625279414421928;0;0;0;0;0;0;0;0;1;1;1;1;6;1;7;8;4;4;6;0
304;0.0109679904455222;0.0037018248392763297;0;0;0;0;0;0;0;0;0;2;0;4;3;0;5;11;8;2;5;0
305;0.0112748853729433;0.004527993972055001;0;0;0;0;0;1;0;0;1;0;1;4;4;1;3;8;5;7;5;0
306;-0.0155214369714693;0.0143478969266417;4;2;5;10;4;4;3;6;2;0;0;0;0;0;0;0;0;0;0;0
307;-0.000603887057865086;-0.0115787630844384;0;0;1;2;0;0;3;7;5;1;1;6;2;4;2;3;1;0;2;0
308;0.00622584438319792;-0.0062996442796347;0;0;0;0;0;1;0;3;5;6;0;2;2;0;4;3;3;5;6;0
309;-0.0131840301639932;0.006890375616654999;8;0;8;6;4;5;0;3;2;2;2;0;0;0;0;0;0;0;0;0
310;0.0143082618894723;0.0138638061326348;0;0;0;0;0;0;0;1;1;2;0;1;4;0;3;4;6;11;7;0
311;0.00167566549662519;-0.0110143593482088;0;0;2;0;0;2;1;3;5;1;2;6;4;3;7;1;2;1;0;0
312;-0.015763949578863998;0.0151938755346697;8;0;6;10;3;5;3;3;2;0;0;0;0;0;0;0;0;0;0;0
313;-0.007765673471206909;-0.00554488278309432;4;1;2;9;3;7;1;4;2;5;0;2;0;0;0;0;0;0;0;0
314;-0.00160673389368387;-0.0114469946392929;1;0;0;3;2;4;0;4;6;8;0;3;3;2;1;2;0;0;1;0
315;-0.0139302586263333;0.009134129325190359;8;0;9;6;1;4;2;5;3;1;0;0;0;1;0;0;0;0;0;0
316;-0.00226807571660921;-0.0112330221558161;0;0;1;2;3;6;3;5;4;1;2;4;4;1;2;0;1;1;0;0
317;-0.0142313153060091;0.0100757480057934;6;4;2;10;3;9;0;1;3;0;2;0;0;0;0;0;0;0;0;0
318;-0.0008911949663924039;-0.0115647488693393;0;0;1;3;0;7;1;7;2;4;0;5;2;3;2;3;0;0;0;0
319;0.0048896127863269;-0.00818004993681881;0;0;0;0;0;2;0;2;0;6;0;5;7;4;6;4;1;1;2;0
320;0.0131781465786334;0.0101373090639785;0;0;0;0;0;0;1;0;0;2;1;2;3;1;5;8;3;9;5;0
321;-0.0128671983440443;0.005976616768006771;6;0;9;7;1;3;3;3;3;1;1;1;2;0;0;0;0;0;0;0
322;0.0049072192228935396;-0.00815795393296485;0;0;0;0;0;0;0;1;2;1;5;4;1;2;11;5;1;5;2;0
323;0.0145363135957365;0.0146515568371211;0;0;0;0;0;0;0;0;1;2;1;2;1;1;2;9;7;8;6;0
324;0.00482774933086466;-0.00825712067539006;0;0;0;0;0;1;3;1;3;2;1;9;3;3;3;6;1;3;1;0
325;-0.0171878332866396;0.0204348976876692;7;1;6;12;3;3;3;1;2;1;1;0;0;0;0;0;0;0;0;0
326;0.0050710587370982;-0.00794890361090248;0;1;0;2;0;0;0;4;1;3;2;8;0;3;4;4;3;4;0;1
327;0.0123452566797054;0.00757967212231771;0;0;0;0;0;0;2;0;1;1;1;2;0;5;4;6;1;9;8;0
328;0.006885799934194329;-0.00521881745852623;0;0;0;0;0;1;0;1;1;1;0;3;2;6;6;5;2;7;5;0
329;0.00161412059306899;-0.0110453587182929;0;0;0;0;1;4;0;5;3;3;0;7;5;2;6;1;1;0;2;0
330;-0.0123841202176136;0.004628011487542371;4;1;6;8;1;6;1;6;2;2;0;0;2;1;0;0;0;0;0;0
331;0.0111652940262402;0.00423047463231782;0;0;0;0;0;0;0;2;1;0;0;4;4;0;5;5;7;5;7;0
332;-0.00302854074392904;-0.0108621388662725;0;2;3;2;1;6;1;2;6;2;0;0;4;4;4;2;1;0;0;0
333;-0.0014167734903715301;-0.0114897833927297;1;0;0;3;2;7;1;3;6;1;2;5;3;2;0;2;1;0;1;0
334;-0.0154120014643146;0.0139705902182153;9;0;6;5;9;7;0;3;0;0;0;1;0;0;0;0;0;0;0;0
335;-0.0130945642700856;0.006630002849032079;5;0;5;6;9;9;1;3;0;0;1;0;0;0;0;1;0;0;0;0
336;0.0020384452221100602;-0.0108138582859342;0;0;0;1;1;2;1;1;2;6;0;8;7;2;2;2;1;1;3;0
337;0.0135730336254398;0.0114059067953801;0;0;0;0;0;0;0;0;0;0;0;3;3;2;8;7;4;4;9;0
338;0.0072749887757201;-0.0045342880926473;0;0;0;0;0;0;1;1;2;3;0;6;4;5;8;4;1;1;3;1
339;0.0116502160930172;0.0055679589617492;0;0;0;0;0;0;0;0;0;0;2;4;7;1;2;6;6;5;7;0
340;0.009506066833189091;6.485592991804829e-05;0;0;0;0;0;0;0;0;1;1;2;6;3;3;7;5;1;5;6;0
341;-0.00870125523074343;-0.0038819431333846;7;2;1;4;4;5;0;6;1;4;0;1;3;2;0;0;0;0;0;0
342;-0.011295602874959;0.0017867262954602;8;0;3;8;3;5;0;4;3;2;2;1;0;1;0;0;0;0;0;0
343;0.0104997835053705;0.00248330122768022;0;0;0;0;0;0;0;1;1;0;0;2;3;1;4;7;6;9;6;0
344;-0.014786129993418001;0.0118658752926084;7;1;13;4;0;5;3;3;3;1;0;0;0;0;0;0;0;0;0;0
345;-0.0123031974488721;0.00440736974203442;4;0;9;10;6;3;0;1;3;0;1;3;0;0;0;0;0;0;0;0
346;-0.00606489794426506;-0.0080501986393332;3;0;1;4;7;5;1;4;5;1;2;5;0;1;1;0;0;0;0;0
347;0.0108535847000646;0.00339940671508523;0;0;0;0;0;0;1;0;2;1;3;4;1;1;3;4;6;5;9;0
348;-0.00642129621465354;-0.007580529749962941;2;0;3;6;2;9;2;3;5;2;2;4;0;0;0;0;0;0;0;0
349;0.01146425313417;0.005048627476732;0;0;0;0;0;0;0;0;0;0;2;5;1;0;6;7;7;9;3;0
350;0.00113497412850248;-0.0112567861091245;1;0;1;1;0;0;1;5;5;3;1;6;3;4;3;3;1;0;2;0
351;0.00205781092218391;-0.0108023007834939;0;1;0;1;0;1;1;1;4;0;5;8;0;1;7;5;1;3;1;0
352;-0.00884839679635427;-0.0036020134766550295;1;1;5;6;2;6;2;6;5;0;2;2;0;1;0;0;0;0;1;0
353;0.0154671223849495;0.0179913607186754;0;0;0;0;0;0;0;0;0;1;0;4;3;0;7;4;7;5;9;0
354;-4.7039352028285104e-05;-0.0115516506150992;0;1;0;2;0;4;4;4;3;0;2;6;2;4;1;4;1;0;2;0
355;-0.0173934924231075;0.0212305809601645;11;1;9;7;2;4;1;2;2;1;0;0;0;0;0;0;0;0;0;0
356;0.0151642557138901;0.0168826962948771;0;0;0;0;0;0;0;0;0;1;2;1;0;1;4;7;9;7;8;0
357;0.0079688484445861;-0.00322711795247181;0;0;0;0;0;0;0;1;2;1;0;2;6;3;10;3;0;4;7;1
358;-0.0153229710877848;0.013665675514494;8;1;6;10;2;4;1;3;4;0;1;0;0;0;0;0;0;0;0;0
359;-0.00594925280224046;-0.008196295208784591;0;0;2;1;6;6;0;9;11;3;0;0;1;0;0;0;1;0;0;0
360;0.0035827821885501296;-0.00962027556720867;0;0;0;1;0;0;1;2;4;2;1;2;6;5;5;5;3;2;1;0
361;-0.00738844510549132;-0.00615820368568032;2;1;3;6;1;1;2;5;5;4;1;2;3;3;1;0;0;0;0;0
362;-0.00506026290889629;-0.00921625274380378;2;1;3;3;2;6;3;7;4;1;0;3;3;2;0;0;0;0;0;0
363;-0.00866454030159829;-0.00395101210400572;3;0;5;7;8;3;0;3;5;1;0;2;2;1;0;0;0;0;0;0
364;-0.0089818321367775;-0.00334383652265513;3;1;3;6;0;9;6;1;7;0;2;1;0;0;1;0;0;0;0;0
365;-0.00630202734613649;-0.00774097017108856;2;0;2;2;4;9;2;6;4;1;0;3;4;0;0;1;0;0;0;0
366;-0.00240906358770539;-0.011174345741734;1;1;0;3;0;8;5;2;5;1;1;5;1;4;2;0;0;1;0;0
367;0.0125175666556837;0.00809565904559921;0;0;0;0;0;0;0;0;0;0;0;5;2;2;7;9;2;7;6;0
368;-0.0169339396427026;0.0194660695844801;15;7;1;6;0;3;4;1;3;0;0;0;0;0;0;0;0;0;0;0
369;0.00243918411061513;-0.0105570502300026;0;0;0;2;1;1;3;3;3;3;0;3;3;7;5;2;1;0;1;2
370;0.0019978352381882602;-0.010837813217046001;0;1;0;0;0;0;1;3;2;3;0;9;4;1;9;3;1;2;1;0
371;0.007359826706794659;-0.00438042659265424;0;0;0;0;0;0;0;1;4;2;2;2;2;2;3;9;3;5;5;0
372;-0.0140542797110467;0.00951949652320208;9;3;3;10;1;6;2;2;1;0;2;1;0;0;0;0;0;0;0;0
373;0.0149113074044841;0.0159729944094328;0;0;0;0;0;0;0;0;0;0;0;3;1;0;5;5;0;7;19;0
374;-0.00621893676889304;-0.00785080219642727;1;1;3;5;4;6;1;5;7;3;1;2;1;0;0;0;0;0;0;0
375;0.00369758325223757;-0.00950955653777685;0;0;1;0;1;2;0;2;3;6;0;4;7;2;7;3;1;0;1;0
376;-0.00997800467676455;-0.00128646894075226;6;0;6;6;5;10;0;2;1;1;2;0;1;0;0;0;0;0;0;0
377;-0.000289654620511608;-0.0115722658116028;0;0;0;3;1;1;1;2;5;6;1;9;4;3;2;1;0;0;1;0
378;-0.0158653672637777;0.0155516873386917;8;3;4;7;3;3;0;4;4;1;1;2;0;0;0;0;0;0;0;0
379;0.0132175834035836;0.0102623836607285;0;0;0;0;0;0;0;0;1;1;0;4;4;1;7;3;3;8;8;0
380;0.00258018218316307;-0.0104578741937629;1;1;0;1;0;0;2;5;3;1;1;1;4;7;5;5;1;2;0;0
381;0.0155695146038548;0.0183709656142426;0;0;0;0;0;0;0;0;0;1;0;0;2;0;9;2;8;10;8;0
382;0.0108282373332438;0.00333281293920209;0;0;0;0;0;0;0;1;1;0;3;4;2;1;6;7;4;6;5;0
383;0.0150374457135054;0.0164247906538887;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;4;9;14;6;0
384;0.00956532358623482;0.000202677879972147;0;0;0;0;0;1;0;0;2;1;0;1;5;0;8;4;9;8;1;0
385;0.0121423357789266;0.00698081138797151;0;0;0;0;0;0;1;1;0;0;2;3;2;3;5;8;4;5;6;0
386;-0.0104383237713884;-0.000258373850366308;3;0;2;4;8;2;1;7;5;1;3;2;1;1;0;0;0;0;0;0
387;0.0166867149885013;0.0226701492254379;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;8;6;7;13;0
388;0.00655355059951392;-0.00577552245450387;0;0;0;0;0;1;1;2;1;6;0;3;4;3;9;5;1;2;1;1
389;-0.0166270196347169;0.0183147728334443;9;0;8;6;3;5;3;2;3;1;0;0;0;0;0;0;0;0;0;0
390;-0.00576208273545892;-0.008426206409817059;3;0;5;3;4;0;1;7;2;5;0;2;4;2;1;1;0;0;0;0
391;-0.00499636152585688;-0.009282537665242709;1;1;2;8;2;3;1;5;4;0;7;2;1;0;0;1;0;2;0;0
392;-0.0170447219649973;0.0198869712787742;8;0;11;9;5;2;1;1;2;0;0;1;0;0;0;0;0;0;0;0
393;0.00833576812354905;-0.00249093403754859;0;0;0;0;0;0;0;2;3;4;0;1;1;2;6;7;5;4;5;0
394;-0.0038104126078072603;-0.0103415800177376;2;2;1;1;0;2;6;6;6;1;1;3;3;0;3;2;0;0;0;1
395;-0.0116279561479051;0.00262522930316989;9;10;0;2;0;9;2;4;2;1;1;0;0;0;0;0;0;0;0;0
396;-0.0041901787882016395;-0.0100378016192853;0;0;3;4;1;2;1;8;3;6;1;7;0;1;2;1;0;0;0;0
397;-0.00535506441435754;-0.008898245528872221;0;0;1;4;2;8;1;5;9;2;1;2;0;1;3;0;0;1;0;0
398;-0.00753917540294312;-0.00591707901353919;2;0;3;1;1;4;9;10;3;0;1;0;3;2;1;0;0;0;0;0
399;-0.0158139263154913;0.0153699016611056;14;1;3;7;3;8;1;1;2;0;0;0;0;0;0;0;0;0;0;0
400;0.00437726002948979;-0.00879169987546947;0;0;0;0;0;0;0;3;2;3;0;7;4;5;7;1;1;2;5;0
401;-0.0133573567170355;0.0074000673397656;6;0;7;4;6;8;0;4;2;2;0;0;1;0;0;0;0;0;0;0
402;0.0142185647307284;0.0135572592715606;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;6;6;13;8;0
403;0.0127038767432737;0.00866128414502445;0;0;0;0;0;0;0;0;0;0;0;5;7;3;5;7;1;5;7;0
404;0.0141811608523649;0.0134299775818038;0;0;0;0;0;1;0;0;0;0;2;1;1;0;5;6;11;6;7;0
405;0.0077926303147839;-0.00356962937944951;0;0;0;0;0;0;0;2;2;0;0;3;7;6;4;3;1;8;4;0
406;0.0147647058053875;0.0154525203151099;0;0;0;0;0;0;0;0;0;0;1;2;5;2;4;6;4;8;8;0
407;-0.0124380517170452;0.00477589933127476;5;0;5;8;7;6;1;4;2;0;1;0;1;0;0;0;0;0;0;0
408;0.0135685152523809;0.0113911876043067;0;0;0;0;0;0;0;0;0;0;1;1;2;0;5;7;5;11;8;0
409;-0.0105374128991024;-3.0664087084377195e-05;3;0;8;4;3;2;4;6;4;2;2;0;1;0;0;0;1;0;0;0
410;0.0142408658067531;0.0136333013565858;0;0;0;0;0;0;0;0;0;0;0;1;3;0;6;10;8;6;6;0
411;-0.00348803121405813;-0.0105733201784401;1;0;2;1;3;6;1;4;5;1;1;4;2;3;5;1;0;0;0;0
412;-0.0109868141573744;0.00103053356944195;4;4;1;6;0;4;8;8;2;0;0;1;2;0;0;0;0;0;0;0
413;0.00591495719186112;-0.0067739438537363795;0;0;0;0;1;1;3;1;3;2;1;7;1;4;6;1;0;5;3;1
414;-0.00980717351217559;-0.00165556110191235;1;0;5;11;5;5;0;3;6;1;2;1;0;0;0;0;0;0;0;0
415;-0.0165628541554084;0.018076829022796;6;0;7;9;12;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0
416;-0.0025117491262874603;-0.0111287209849494;1;1;3;2;0;7;4;3;6;2;2;3;1;1;4;0;0;0;0;0
417;0.0129707975533198;0.00948560613839762;0;0;0;0;0;0;0;0;0;0;1;2;2;2;6;4;4;8;11;0
418;0.00117133926279772;-0.0112425988161004;0;0;1;0;3;0;0;4;2;4;0;6;7;3;3;4;0;1;1;1
419;0.0104822684907344;0.00243870011347892;0;0;0;0;0;0;1;0;1;0;0;2;3;1;5;6;2;10;9;0
420;0.00909867053153655;-0.0008607336526075361;0;0;0;0;0;0;0;1;2;2;1;5;3;0;6;6;5;4;5;0
421;0.0018661803145172899;-0.0109128549479465;1;0;0;0;2;3;2;4;4;1;1;7;3;6;2;2;0;1;0;1
422;0.0129310097122192;0.00936168733706355;0;0;0;0;0;0;0;0;0;0;0;3;4;1;5;7;5;2;13;0
423;-0.00671196634767008;-0.0071757624693193;1;2;2;2;4;4;0;5;8;1;3;4;2;1;0;1;0;0;0;0
424;-0.0115709060614733;0.00247948267075739;6;2;0;9;1;6;5;8;3;0;0;0;0;0;0;0;0;0;0;0
425;-0.00635075664796377;-0.00767581641759828;0;1;3;4;7;4;0;2;4;1;6;5;0;2;0;0;1;0;0;0
426;-0.00978135537789019;-0.00171075670035921;5;5;2;5;2;7;2;2;4;2;1;1;0;0;1;1;0;0;0;0
427;0.00836259619357769;-0.00243588680118424;0;0;0;0;0;0;0;1;1;2;0;5;6;3;7;8;2;4;1;0
428;-0.00708312830594077;-0.00663054520821505;1;1;0;7;2;11;0;4;4;0;4;4;1;0;1;0;0;0;0;0
429;0.0108929042801606;0.00350300251625806;0;0;0;0;0;0;0;1;1;1;0;2;6;3;5;8;2;5;6;0
430;0.00022975656710537401;-0.0115115311602772;0;0;0;1;0;2;5;6;3;3;0;8;4;3;2;0;1;1;1;0
431;-0.0087333526938545;-0.00382130562760189;6;0;2;4;3;6;2;6;3;0;2;4;1;1;0;0;0;0;0;0
432;0.0103849513583863;0.0021921771631329;0;0;0;0;1;0;2;1;2;0;0;2;1;0;7;4;8;6;6;0
433;0.0022751360174317198;-0.0106666614049839;0;0;0;1;0;4;1;2;7;1;0;7;3;6;0;2;3;1;2;0
434;-0.0109388027088789;0.000914936228181701;5;0;4;6;5;4;0;7;4;4;0;0;1;0;0;0;0;0;0;0
435;0.0118241946369667;0.006061052437702921;0;0;0;0;0;1;0;0;1;1;2;4;2;1;3;5;8;4;8;0
436;-0.00752631146006245;-0.00593786235405772;2;2;3;5;0;8;4;3;4;1;2;4;0;1;0;1;0;0;0;0
437;0.0008775261087873809;-0.0113484918186018;0;0;0;0;3;1;0;3;6;6;0;5;3;7;3;3;0;0;0;0
438;0.0122389149503865;0.00726465028280925;0;0;0;0;0;0;0;0;0;0;0;5;2;0;4;7;8;5;9;0
439;0.00737924339816266;-0.0043449788870789105;0;0;0;0;0;0;0;3;0;5;0;5;3;4;7;4;1;4;4;0
440;0.0156546756846728;0.0186885326323171;0;0;0;0;0;1;0;0;0;1;0;1;2;2;6;3;6;10;8;0
441;0.0132382626403528;0.0103281117661559;0;0;0;0;0;0;0;2;0;0;1;2;1;3;3;8;2;9;9;0
442;-0.00799963860305119;-0.00514797733039272;1;0;5;4;6;8;2;4;2;1;2;2;1;1;0;0;1;0;0;0
443;-0.00305535966617698;-0.0108466212675548;2;1;1;1;2;7;2;9;2;2;1;5;1;3;1;0;0;0;0;0
444;0.00450674059912641;-0.00864284907100061;0;0;1;0;0;2;1;1;2;6;1;3;3;4;7;6;0;2;1;0
445;0.00462419755251192;-0.00850447172407768;0;0;1;0;0;2;0;4;3;5;1;6;3;4;2;4;0;1;4;0
446;0.0032157730193869897;-0.00995381802997612;0;0;0;0;0;1;2;4;5;2;0;3;4;6;8;1;1;2;1;0
447;0.00828563882013944;-0.00259334653555233;0;0;0;0;1;0;0;1;4;1;1;1;7;2;2;6;3;7;4;0
448;-0.004702717150795129;-0.00957501267268142;4;0;6;1;4;3;1;6;1;1;1;2;5;4;1;0;0;0;0;0
449;0.000863650793339281;-0.0113529996778926;0;0;1;1;1;5;2;4;7;2;1;2;6;4;1;3;0;0;0;0
450;-0.00428260755727861;-0.00995882779460278;1;0;3;2;0;5;8;5;3;0;3;6;0;3;0;1;0;0;0;0
451;-0.00024463582935805;-0.0115694676199354;0;0;0;1;1;2;1;3;6;2;3;4;2;4;6;3;0;1;0;1
