site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
338;0.00490765970792157;-0.0136364390613801;0;0;2;3;4;5;4;1;0;1
339;0.0217729789280548;0.0229629442445966;0;0;0;0;0;0;1;5;8;6
340;0.0160953461801472;0.0056145585080087605;0;0;0;0;1;2;0;8;3;6
341;-0.0222360301811287;0.0220052468452978;3;6;10;1;0;0;0;0;0;0
342;-0.0105498432361003;-0.00763660477400048;3;4;8;1;2;1;0;1;0;0
343;-0.0121538243360158;-0.0048480644463580296;3;6;9;0;2;0;0;0;0;0
344;-0.00385270712278016;-0.0148795922583239;0;1;4;3;5;4;3;0;0;0
345;-0.0032786285606470397;-0.0151700828440408;1;2;1;6;6;2;1;1;0;0
346;-0.0244007025732406;0.0298689327888696;10;5;5;0;0;0;0;0;0;0
347;-0.0204082903938049;0.0159430897972328;0;12;6;1;1;0;0;0;0;0
348;-0.0169248343693701;0.00585365474251298;3;6;8;1;1;0;1;0;0;0
349;0.0110748958860655;-0.00547485215727849;0;0;0;0;1;3;0;7;4;5
350;0.0104019412756274;-0.006658063229412221;0;0;0;0;2;5;4;1;4;4
351;-0.00368667754594522;-0.0149689672529418;0;2;3;5;4;2;2;2;0;0
352;0.0102860170260682;-0.00685464709346608;0;0;0;0;3;6;0;6;1;4
353;0.0162971243097052;0.0061436551515467895;0;0;0;0;0;1;0;11;0;8
354;0.0215266793414296;0.0221044819838071;0;0;0;0;0;0;0;8;3;9
355;0.0056535713947559;-0.0129693717779018;1;0;1;0;3;4;2;3;5;1
356;-0.018276745850968;0.00954123882911094;2;8;7;1;2;0;0;0;0;0
357;0.0200516979024119;0.0171644661201596;0;0;0;0;2;1;0;5;6;6
358;-0.012566841073924001;-0.004064096369124979;0;5;9;4;0;1;1;0;0;0
359;-0.00108553407488507;-0.015799498862952;0;4;5;1;4;4;0;2;0;0
360;-0.00797258124243484;-0.0112643072070117;1;2;6;3;3;1;3;1;0;0
361;-0.00892935423995271;-0.0100402850284358;0;5;10;1;1;1;1;1;0;0
362;0.009841534114387429;-0.00758868459610293;0;0;0;0;2;6;1;4;6;1
363;-0.0114308213666274;-0.00615542628801298;1;4;6;3;5;0;1;0;0;0
364;-0.0152509918083099;0.00168879483677396;1;7;7;2;3;0;0;0;0;0
365;-0.0248047808089376;0.0314189953153895;3;7;6;4;0;0;0;0;0;0
366;-0.0112369008999874;-0.00649200764367971;1;4;5;7;0;3;0;0;0;0
367;0.0214420431393295;0.0218117044722557;0;0;0;0;0;0;1;6;3;10
368;-0.0247018275937409;0.0310216083981398;3;9;8;0;0;0;0;0;0;0
369;-0.00275990888287225;-0.0153876963472919;0;0;3;2;5;5;3;2;0;0
370;0.0175429708905142;0.00955321988965804;0;0;0;0;2;2;2;3;5;6
371;-0.0202143427726451;0.0153308474787306;4;6;7;2;1;0;0;0;0;0
372;-0.00242683890249119;-0.01550497162499;1;1;4;3;3;4;3;1;0;0
373;0.0058120766478830296;-0.0128162747819831;0;1;3;3;1;5;3;4;0;0
374;-0.0009274136158601061;-0.0158154544713574;0;2;1;3;4;6;2;0;2;0
375;0.0164884761467608;0.0066513661867474705;0;0;0;0;0;1;2;2;9;6
376;0.000865756863078912;-0.0157194651950855;0;1;0;3;4;8;3;1;0;0
377;0.0177659181747379;0.0101892875079282;0;0;0;0;1;1;0;5;3;10
378;-0.0191321518974003;0.0120239553980808;3;8;7;1;1;0;0;0;0;0
379;0.022534674726826;0.0256785565067247;0;0;0;0;0;1;1;5;5;8
380;0.0213349498857591;0.0214428675927596;0;0;0;0;0;1;0;9;2;8
381;0.0132011142916515;-0.00126541033886206;0;0;0;1;3;4;0;6;1;5
382;0.006384061171286821;-0.0122307367683676;0;0;1;4;5;4;3;1;1;1
383;0.0128172731194075;-0.0020782639641766802;0;0;0;0;0;2;0;6;5;7
384;-7.51506964921453e-05;-0.015833300287321002;0;3;4;3;1;4;2;1;2;0
385;0.0214859830036666;0.0219635617778785;0;0;0;0;0;1;0;12;2;5
386;-0.00563182199130826;-0.0136479829008711;0;2;4;4;4;4;2;0;0;0
387;-0.0146447370888865;0.00028971625680179;0;8;10;1;1;0;0;0;0;0
388;0.0221080441180097;0.0241462110349583;0;0;0;0;0;0;0;10;3;7
389;0.0101752538890151;-0.0070404914986953;0;0;0;0;1;3;4;4;6;2
390;0.018161501298318;0.0113372500655329;0;0;0;0;0;1;0;9;4;6
391;0.0070372772427011706;-0.0114986995655217;0;0;1;1;0;6;3;3;3;3
392;0.00562668157712575;-0.0129949495394122;0;0;3;1;2;8;1;3;2;0
393;0.0190106006072418;0.0138849410409401;0;0;0;0;0;0;0;7;7;6
394;-0.0076495112205723905;-0.011644892749673999;0;2;4;6;3;3;1;1;0;0
395;-0.0033492991439506396;-0.0151371384245662;0;2;5;1;5;4;2;0;1;0
396;-0.0151836519922093;0.0015305197436885699;2;6;8;2;1;1;0;0;0;0
397;-0.0145277124680369;2.6352899865841602e-05;2;7;5;2;3;1;0;0;0;0
398;-0.00547489027898416;-0.0137767689408583;0;3;5;3;3;3;3;0;0;0
399;-0.0109940891045272;-0.00690505504381099;1;9;5;1;3;1;0;0;0;0
400;0.0147300592578503;0.00220387755337747;0;0;0;0;0;3;1;6;4;6
401;-0.0242022780211406;0.0291172292696205;3;11;6;0;0;0;0;0;0;0
402;0.0113401004401715;-0.00498886868735771;0;0;1;1;0;5;0;2;7;4
403;0.00745560709652874;-0.0109944131067483;0;0;0;0;4;2;1;3;6;4
404;-0.013892054905694;-0.00136632381197137;2;7;7;2;0;1;1;0;0;0
405;-0.0217081335136215;0.0202000360842091;4;9;5;0;1;1;0;0;0;0
406;-0.0232060026938204;0.0254371847238311;4;7;8;0;1;0;0;0;0;0
407;-0.0130419984830517;-0.0031287741955857602;1;10;9;0;0;0;0;0;0;0
408;-0.00382522356223376;-0.0148946882399789;0;2;3;4;5;3;1;2;0;0
409;-0.00342858729261497;-0.0150992357138002;0;1;4;4;5;3;1;2;0;0
410;-0.0245814204756978;0.0305589801214421;6;6;8;0;0;0;0;0;0;0
411;0.00235590001501784;-0.0152524629601722;0;1;3;1;4;5;2;2;2;0
412;-0.00117825982505914;-0.0157883011527132;0;1;3;5;3;3;2;2;1;0
413;-0.0055367582816871295;-0.0137264624465749;1;1;2;3;5;4;2;2;0;0
414;-0.0149390725853787;0.00096169982827451;1;8;5;1;2;2;0;1;0;0
415;-0.0109956092418234;-0.0069024981674216;2;5;4;3;3;1;2;0;0;0
416;-0.0040970469990074;-0.0147401262104085;0;0;3;5;8;3;1;0;0;0
417;0.00907294550356365;-0.00878417094115045;0;0;1;2;3;1;5;3;3;2
418;0.0140696307327887;0.000659918907133633;0;0;0;0;0;3;1;5;5;6
419;0.017785592650186;0.0102457965032805;0;0;0;0;0;0;0;11;1;8
420;0.0171344921783501;0.0084082457884504;0;0;0;0;0;0;1;6;4;9
421;0.0129838556557981;-0.0017283595294641599;0;0;0;0;3;2;1;6;4;4
422;0.021322589799435004;0.021400415421691;0;0;0;0;0;0;0;8;2;10
423;-0.0183518940644205;0.009754707008644621;3;6;5;2;3;1;0;0;0;0
424;-0.012038270965157;-0.0050625680447817;2;8;5;1;2;1;1;0;0;0
425;-0.0008782238051090191;-0.0158196110098327;0;1;2;3;4;6;2;2;0;0
426;-0.0054645947041445705;-0.0137850817392273;0;2;4;5;4;2;2;0;1;0
427;-0.0193464949585431;0.012664209033868001;0;8;11;1;0;0;0;0;0;0
428;0.0138783918580767;0.00022572889496775802;0;0;0;0;1;1;2;3;6;7
429;0.00576437616339019;-0.0128627660341916;0;1;0;1;4;4;6;0;3;1
430;0.015477467182793999;0.0040344582813784296;0;0;0;0;1;1;3;4;5;6
431;-0.0171522327940445;0.00645368642065854;1;8;9;1;1;0;0;0;0;0
432;0.0239703977567591;0.031046922397733996;0;0;0;0;0;0;1;6;4;9
433;0.00986856853069493;-0.00754493204974355;0;0;0;1;0;5;1;7;4;2
434;-0.0228156220277665;0.0240380395768523;3;10;7;0;0;0;0;0;0;0
435;-0.0164443735644718;0.0046127901328211;1;7;9;1;1;1;0;0;0;0
436;0.00291094884101357;-0.0149886679095536;1;0;2;3;3;2;3;3;2;1
437;-0.00259193205531133;-0.0154490365476827;1;1;3;3;5;4;0;2;1;0
438;-0.0162747974056184;0.00418355779113852;1;7;9;2;0;1;0;0;0;0
439;-0.0179564513442649;0.00864142561262894;2;10;6;0;2;0;0;0;0;0
440;0.0201799626375232;0.0175803795487837;0;0;0;0;1;0;0;8;1;10
441;0.00161292373291486;-0.015529243964732;0;1;4;2;2;3;6;1;1;0
442;0.0216114996761617;0.0223990340608747;0;0;0;0;0;1;1;7;2;9
443;0.0148790592255083;0.00256175715636771;0;0;0;0;1;2;0;7;5;5
444;-0.00744802030536702;-0.0118738893348594;0;3;4;4;5;2;1;1;0;0
445;0.0141137392898514;0.0007608848780464911;0;0;0;0;0;1;0;10;3;6
446;0.0114444214912276;-0.00479465083250304;0;0;0;1;0;5;0;5;5;4
447;0.0012338124791186301;-0.0156368055774888;0;1;1;1;7;5;2;3;0;0
448;-0.00595944883731589;-0.0133665509662063;0;4;4;2;7;2;1;0;0;0
449;0.0187901463807373;0.0132125075602095;0;0;0;0;0;2;0;5;3;10
450;-0.0037035871663028603;-0.014960064248133;0;1;5;3;5;3;1;0;2;0
451;-0.00298082223740061;-0.015300225700629999;1;1;3;1;4;5;3;1;1;0
452;-0.0120124196331051;-0.00511026697110635;0;4;5;7;3;1;0;0;0;0
453;-0.0151841375755441;0.00153165848643135;2;7;6;2;1;1;1;0;0;0
454;-0.0166402197783009;0.005114181684274311;1;4;11;1;2;1;0;0;0;0
455;0.0059492884361855;-0.0126805332607493;0;0;0;2;4;9;3;1;0;1
456;0.00954496704135137;-0.00806105358137476;0;0;0;0;8;1;3;3;3;2
457;0.009681970453961741;-0.00784456616356428;0;0;0;3;0;5;5;2;1;4
458;-0.0175874757986611;0.007624980166638691;1;8;9;0;2;0;0;0;0;0
459;0.00687175944087587;-0.0116905787252734;0;0;2;2;5;1;3;4;3;0
460;0.007274817828921659;-0.0112157491114599;0;0;0;0;0;4;3;3;5;5
461;-0.0100377789144764;-0.00844107511145906;1;2;8;2;3;3;1;0;0;0
462;0.013528804502026;-0.000553012593984383;0;0;0;3;1;2;2;5;4;3
463;-0.006240195783429429;-0.0131118707343748;1;3;3;3;5;2;2;1;0;0
464;-0.0235336502066069;0.0266301109856758;1;9;8;2;0;0;0;0;0;0
465;0.0163779816205206;0.00635748555329966;0;0;0;0;1;0;1;7;3;8
466;-0.0106934081733298;-0.007403609689591059;1;6;9;2;1;1;0;0;0;0
467;-0.0246048259294324;0.0306487288727305;1;10;9;0;0;0;0;0;0;0
468;0.0091729819404936;-0.00863386449665824;0;0;1;2;3;2;2;4;5;1
469;-0.0077001915382130205;-0.011586282520054;0;4;4;6;4;1;0;1;0;0
470;0.0179938548870451;0.0108477240966507;0;0;0;0;0;0;0;7;2;11
471;-0.0155187826326951;0.0023253117787117;1;8;5;2;4;0;0;0;0;0
472;-0.0204573179537215;0.0160987999177912;1;8;8;1;1;1;0;0;0;0
473;0.00102683189203447;-0.0156859289333971;0;0;1;4;5;2;5;2;1;0
474;0.00113692608110421;-0.0156606441615398;0;1;2;6;2;2;7;0;0;0
475;-0.0153668805128434;0.0019628595532312897;0;9;8;2;1;0;0;0;0;0
476;-0.0015101867136368301;-0.0157370611024716;0;2;1;6;4;4;3;0;0;0
477;0.0176898726012652;0.00997144565574619;0;0;0;0;0;1;1;8;3;7
478;0.0212304836629037;0.0210848276051566;0;0;0;0;0;1;0;9;1;9
479;0.0208235136485209;0.0197064815197254;0;0;0;0;1;1;0;7;3;8
480;-0.00133311911681527;-0.015766565541698;0;1;4;4;4;3;4;0;0;0
481;0.00477748206355374;-0.0137438301871066;0;0;2;3;2;4;2;3;1;3
482;0.0036667429046596295;-0.0145510528746041;0;2;2;2;1;5;6;0;2;0
483;0.0078763562816631;-0.0104592680765565;0;0;0;3;1;2;0;8;4;2
484;0.0185947609225986;0.0126229698910737;0;0;0;0;1;0;0;8;2;9
485;-0.0111400255746898;-0.00665792131027294;0;8;6;2;1;2;1;0;0;0
486;-0.00858970833812818;-0.010491391549833;0;2;7;4;5;1;1;0;0;0
487;-0.0184956540579872;0.0101655665555309;2;9;6;2;1;0;0;0;0;0
488;0.0037272950078176704;-0.0145120800412254;0;0;2;2;2;6;5;0;3;0
489;-0.0137962080478023;-0.0015707677168027801;3;8;7;0;2;0;0;0;0;0
490;0.0064302081513213;-0.0121812386556751;0;0;0;2;3;4;3;4;3;1
491;-0.0172739974202888;0.00677834928798266;3;5;6;3;3;0;0;0;0;0
492;-0.0159078717912759;0.0032703736873723;1;5;11;3;0;0;0;0;0;0
493;-0.00337068105296037;-0.0151270150648665;0;0;3;7;2;3;3;2;0;0
494;-0.011868838545298;-0.0053732665280891104;2;7;4;2;2;2;1;0;0;0
495;0.0185726178961275;0.0125565388390818;0;0;0;0;0;0;0;10;1;9
496;-0.0197786272633374;0.0139771209035937;0;9;9;1;1;0;0;0;0;0
497;-0.00586346070485437;-0.0134507647054593;0;4;3;4;3;4;2;0;0;0
498;-0.0009722001991585651;-0.0158113368860925;0;3;2;2;6;3;2;2;0;0
499;-0.0186550902675454;0.0106250540089653;1;8;9;0;2;0;0;0;0;0
500;0.0207709020129456;0.0195302075588551;0;0;0;0;0;1;0;6;6;7
