site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
450;-0.0252048691551987;0.0151362589022954;0;8;2;0;0
451;-0.00987689042174058;-0.0164697795335875;0;1;8;1;0
452;0.0272032399839732;0.0173780906711326;0;0;0;5;5
453;0.0308929216038696;0.0292847881796297;0;0;0;6;4
454;-0.0192704509624445;-0.000264655173564075;0;10;0;0;0
455;-0.029148695416452004;0.0275825752543073;10;0;0;0;0
456;0.0128097763981728;-0.0142959018426341;0;0;1;5;4
457;-0.0263029766445236;0.0184243976116308;9;0;1;0;0
458;-0.0210012053830152;0.00381399711282946;4;0;6;0;0
459;0.014208091124702001;-0.0122502444189776;0;0;3;3;4
460;-0.0318127565108573;0.0369893184186201;0;8;2;0;0
461;-0.00769592346111818;-0.0187993410116918;1;4;4;1;0
462;-0.00509689788633182;-0.0208702659218756;0;2;6;1;1
463;0.009608010305788109;-0.0181438898569601;0;0;0;7;3
464;0.0339401454782835;0.0402835268217815;0;0;0;4;6
465;0.0254252102518442;0.0121921737395616;0;0;0;5;5
466;0.0176573187881883;-0.00625513005728931;0;0;1;6;3
467;-0.0103626963864055;-0.0158773367178557;1;3;5;1;0
468;-0.0213742025028654;0.00473753386302865;7;0;3;0;0
469;0.0198018161902799;-0.0018468645828941;0;0;1;5;4
470;-0.012548724383408;-0.012879931797374998;1;5;2;2;0
471;-0.012560512765748;-0.0128622973391004;0;3;7;0;0
472;0.0239626947291841;0.008195523126759759;0;0;0;6;4
473;0.0222856904697597;0.003911587829982421;0;0;0;6;4
474;0.0191836311512016;-0.00317117416397444;0;0;1;4;5
475;0.0196951122864278;-0.0020785494110803398;0;0;0;7;3
476;0.007115383411015999;-0.0203339246431713;0;0;3;4;3
477;0.0222740060376821;0.00388285975498495;0;0;0;6;4
478;0.0173927243442173;-0.00676285267964405;0;0;1;4;5
479;0.0060972910038632104;-0.0210255433488341;0;2;5;3;0
480;-0.0300010049390512;0.0305044109995569;8;0;2;0;0
481;0.00373408689182684;-0.0221773625962335;0;1;6;1;2
482;-0.0152117509053839;-0.00849550029654365;2;2;6;0;0
483;-0.0236443786054141;0.0106990662639598;0;8;2;0;0
484;-0.0139247061147885;-0.0107150262531208;0;5;4;0;1
485;0.0251698996515851;0.011476985562116999;0;0;1;5;4
486;0.00423522561623301;-0.021986077022452997;0;3;4;2;1
487;-0.0125109772643075;-0.0129362922723619;0;4;4;2;0
488;-0.0192534655632072;-0.00030299748362649703;9;0;1;0;0
489;0.0260542098958895;0.013985730448972;0;0;0;5;5
490;0.0324412257061579;0.0347415487040747;0;0;0;4;6
491;0.0148957615357761;-0.0111627964071803;0;1;0;3;6
492;-0.0027677303460419303;-0.0220746127332807;0;4;4;2;0
493;0.0201758514681553;-0.0010245198912788198;0;0;0;6;4
494;0.0296262129357282;0.025022871292214997;0;0;0;4;6
495;-0.0249658992032348;0.0144388315756019;9;0;1;0;0
496;0.0356716780691737;0.0470030562050006;0;0;1;3;6
497;-0.00668306896906415;-0.019697584130553003;0;5;4;1;0
498;-0.000636981254543173;-0.0226369512715088;0;4;4;2;0
499;0.0294046355241971;0.0242960794647955;0;0;0;5;5
500;0.0127416621483858;-0.0143898795351721;0;0;2;6;2
