site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
226;-0.0148488954220055;0.0134946925898258;7;8;5;4;5;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0
227;0.0142107299326897;0.009831000615842791;0;0;0;0;0;0;1;1;0;0;0;0;3;2;4;8;4;9;3;5
228;0.006403511295484721;-0.0065559947734286205;0;0;0;0;0;0;0;3;2;2;5;7;2;2;7;3;3;1;3;0
229;0.0174518850121946;0.0203831264355546;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;5;8;8;8
230;0.0034082151049004803;-0.00945538358998744;0;0;0;0;1;1;1;1;3;5;4;0;6;3;2;6;4;0;1;2
231;-0.00387516130954156;-0.00866769285746584;0;2;6;1;2;3;3;2;6;2;4;4;2;3;0;0;0;0;0;0
232;0.00559704111575279;-0.00752145304584442;0;0;1;0;0;1;1;0;2;1;4;5;3;5;5;3;4;1;2;2
233;-0.00496700964820486;-0.007592225887362891;0;0;4;4;3;5;5;4;4;4;2;0;2;1;0;1;1;0;0;0
234;-0.0151959384882728;0.0146069024701587;10;6;2;8;5;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0
235;-0.0132692943430945;0.00875098113130149;4;5;4;4;6;3;5;4;3;2;0;0;0;0;0;0;0;0;0;0
236;-0.00753879962656215;-0.00407256989779805;2;3;2;3;7;4;5;3;2;1;2;4;2;0;0;0;0;0;0;0
237;-0.00291995387700998;-0.00940385148206341;1;1;1;2;2;4;4;5;3;8;3;1;2;2;1;0;0;0;0;0
238;-0.0126521427052792;0.0070395472235599095;5;4;3;4;7;3;1;4;2;3;3;0;0;0;0;1;0;0;0;0
239;0.00788844719888102;-0.004422081913335121;0;0;0;1;0;0;0;2;1;2;2;5;4;5;3;4;3;2;4;2
240;-0.00365936521743246;-0.00885070786156828;2;5;3;4;2;4;1;2;4;2;1;3;1;2;1;2;0;1;0;0
241;-0.0026154324857243;-0.009598377161862959;0;1;2;0;5;2;8;2;4;5;1;2;2;2;1;2;0;0;1;0
242;0.0141908827698622;0.00977316089570797;0;0;0;0;0;0;0;0;0;1;1;3;0;1;3;4;9;2;9;7
243;0.0173479349837467;0.0200105571381846;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;8;10;6;6
244;0.00217900699069184;-0.0101015715140789;0;0;2;0;1;3;3;2;1;4;5;3;4;1;4;4;2;0;0;1
245;-0.0158638848607871;0.0168185281972855;8;10;4;7;4;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0
246;-0.0168202398582981;0.0201477335101503;7;5;10;2;4;5;2;4;1;0;0;0;0;0;0;0;0;0;0;0
247;0.0159330576242253;0.0151644536255998;0;0;0;0;0;0;0;0;0;0;2;2;1;1;4;9;5;6;5;5
248;-0.0133361317078628;0.00894111524392236;6;4;7;4;5;7;3;1;1;2;0;0;0;0;0;0;0;0;0;0
249;0.0152621042056762;0.0130128884457003;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;7;5;9;6
250;-0.0009581413353335769;-0.0103166450803435;1;1;0;0;1;4;4;4;3;5;2;8;1;2;0;4;0;0;0;0
251;0.0178923409677676;0.0219868776841828;0;0;0;0;0;0;0;1;0;0;0;1;3;2;2;5;3;5;11;7
252;0.0104261968978451;0.000293557169137479;0;0;0;0;0;0;0;0;1;1;0;1;4;5;6;4;4;7;3;4
253;0.00939326335539474;-0.00178857285260437;0;0;0;0;0;0;0;1;1;4;2;2;3;10;1;3;5;1;6;1
254;0.0144350153068926;0.010490358324273;0;0;0;0;0;0;0;1;3;1;0;3;2;1;2;6;6;3;6;6
255;0.0160088768432174;0.0154135130698392;0;0;0;0;0;0;0;0;0;0;3;2;1;4;4;3;6;6;5;6
256;-0.0168687770374879;0.0203218046895151;9;4;7;7;4;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0
257;0.00167203681061654;-0.0102759310273082;0;0;0;2;5;0;1;4;3;5;5;4;4;2;2;2;1;0;0;0
258;-0.00311861331972551;-0.0092664839937018;1;1;1;1;3;4;6;5;3;0;5;1;2;2;1;4;0;0;0;0
259;-0.00219645323491924;-0.00983428104874947;1;1;0;1;3;3;2;7;2;4;3;2;2;4;1;2;1;0;0;1
260;-0.0096600833594566;-0.000127181531544008;3;4;4;6;4;4;7;4;0;1;0;0;1;1;0;1;0;0;0;0
261;-0.00582205979245031;-0.00657571834500504;2;5;3;2;4;5;4;2;5;1;1;4;2;0;0;0;0;0;0;0
262;0.0022303065360558803;-0.0100809299688518;0;0;0;0;0;2;2;4;3;4;7;1;4;5;2;3;2;0;1;0
263;-0.00445182825347859;-0.0081307815988473;2;4;3;3;3;6;1;4;2;3;2;3;2;1;1;0;0;0;0;0
264;0.0114935818584897;0.00267984366859688;0;0;0;0;0;0;0;0;2;2;2;4;1;1;6;3;6;6;4;3
265;-0.0032286850352985;-0.0091868146400628;2;1;1;2;3;6;5;3;2;1;2;2;5;3;1;1;0;0;0;0
266;0.0136101510715232;0.00811727501984335;0;0;0;0;0;0;0;1;1;0;1;1;1;5;4;8;1;9;2;6
267;0.0019137426493078399;-0.0101995150892282;0;0;1;2;2;0;1;1;4;2;4;1;6;3;5;1;1;2;3;1
268;0.0168191752152235;0.0181504450796035;0;0;0;0;0;0;0;0;0;0;1;0;1;0;8;3;6;7;8;6
269;-0.00979557893855963;0.000156841650359027;3;5;5;3;7;3;3;2;3;5;0;0;0;0;1;0;0;0;0;0
270;-0.0105820922298133;0.0018814376233678301;2;5;4;5;7;6;4;2;2;0;1;1;0;0;1;0;0;0;0;0
271;0.0123117336125155;0.00467044381972022;0;0;0;0;0;0;0;1;0;0;3;3;3;2;8;3;1;5;8;3
272;0.00510623410127762;-0.00804235719812689;0;0;0;0;0;0;1;1;5;3;1;5;3;8;4;3;3;2;1;0
273;0.008024190447284271;-0.00420398078687359;0;0;0;0;0;0;0;1;1;1;2;2;5;9;5;3;5;1;2;3
274;-0.00133983261907126;-0.0102021952126672;0;2;2;1;1;2;5;1;4;3;4;3;5;2;2;2;0;0;1;0
275;-0.014389798162659;0.0120621168455163;8;4;6;3;6;2;1;4;3;3;0;0;0;0;0;0;0;0;0;0
276;0.00205135322398118;-0.0101505442578172;0;0;0;1;0;1;0;3;6;5;1;4;4;3;2;5;3;0;1;1
277;0.00486405422993748;-0.00828080298923029;0;0;0;1;2;3;3;0;2;2;2;2;5;2;5;3;3;4;1;0
278;-0.0118146910706061;0.00484473131726633;3;5;6;7;4;2;7;2;3;1;0;0;0;0;0;0;0;0;0;0
279;0.013940598684341998;0.00905084732171277;0;0;0;0;0;0;0;0;0;0;5;0;1;4;6;6;2;4;8;4
280;0.00227123539296013;-0.0100640661027537;0;0;0;0;1;0;0;3;4;1;4;6;5;3;5;3;3;1;1;0
281;-0.0165268885167891;0.0191061739956952;7;6;9;5;2;3;3;2;1;2;0;0;0;0;0;0;0;0;0;0
282;0.0174431321308856;0.0203516678278392;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;8;6;5;9;6
283;0.00637766298106298;-0.00658905136123995;0;0;1;2;1;0;1;1;1;1;2;3;6;6;6;4;1;3;1;0
284;-0.00265665990672712;-0.00957317789672086;1;1;0;2;2;3;5;4;4;4;6;2;2;1;1;0;2;0;0;0
285;-0.00948635152501926;-0.00048573028962714803;4;4;6;1;6;3;5;1;4;2;4;0;0;0;0;0;0;0;0;0
286;0.0065602638472780205;-0.0063525322043417;1;0;1;1;0;0;1;0;2;3;1;6;7;2;6;2;2;2;0;3
287;0.0018776760252709;-0.0102116941431854;0;0;1;0;1;2;5;7;4;2;7;1;0;4;3;0;1;0;0;2
288;-0.0122483608576238;0.00596297182888431;2;2;8;9;6;0;4;5;1;3;0;0;0;0;0;0;0;0;0;0
289;0.0102289188075082;-0.00012136475936058799;0;0;0;0;0;1;0;0;0;2;2;1;7;2;2;9;3;7;2;2
290;-0.00134039142132988;-0.0102020052930262;1;0;1;1;1;5;2;5;6;3;5;6;0;1;1;2;0;0;0;0
291;0.00515212370217193;-0.00799579114199552;0;0;0;0;2;0;1;1;2;5;6;5;0;2;3;4;4;3;1;1
292;-0.0113737446734984;0.0037481043911293;2;5;5;10;2;6;3;3;1;0;1;2;0;0;0;0;0;0;0;0
293;-0.0165124344683812;0.0190553199227551;12;6;4;2;4;8;2;0;2;0;0;0;0;0;0;0;0;0;0;0
294;0.00934046508498149;-0.0018889990322941102;0;0;0;0;0;0;0;2;4;2;3;2;2;3;5;6;6;2;2;1
295;0.00109350716495706;-0.0104091535325034;0;0;0;1;2;0;3;3;2;3;4;9;4;5;3;0;0;0;1;0
296;0.004924555592830279;-0.008222385264742999;0;0;0;0;1;0;3;4;1;7;4;7;2;4;3;2;1;1;0;0
297;-0.0159460319061152;0.0170969749809525;10;5;7;5;2;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0
298;-0.0164929441306944;0.0189868158009892;11;2;7;7;2;3;1;3;2;1;0;1;0;0;0;0;0;0;0;0
299;-0.0126640581165209;0.00707183503166238;5;4;5;2;4;6;4;7;2;0;0;0;0;1;0;0;0;0;0;0
300;0.0015731212794354;-0.0103036759578071;0;0;0;1;1;1;1;4;6;1;3;2;4;4;4;3;2;1;2;0
301;-0.012841227757088998;0.00755542810933693;3;7;4;7;4;0;4;7;1;1;1;1;0;0;0;0;0;0;0;0
302;0.0149145905999451;0.0119355617664531;0;0;0;0;0;0;0;0;0;1;1;3;0;3;4;2;8;4;10;4
303;-0.0151232216800942;0.014371769853775;7;3;4;9;4;4;5;2;0;0;1;1;0;0;0;0;0;0;0;0
304;0.0152312640306653;0.0129162583583597;0;0;0;0;0;0;0;1;0;0;1;1;2;3;3;8;3;5;7;6
305;-0.00464130500447308;-0.00793916920563331;0;2;2;3;0;4;7;3;3;3;5;1;1;2;1;1;0;2;0;0
306;0.0072036825853359;-0.005463481962953771;1;0;0;0;0;0;1;0;1;3;4;5;3;4;2;2;2;6;6;0
307;-0.0173473264489707;0.0220644571103682;7;11;5;9;3;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
308;0.007242820767847109;-0.00540660555301107;0;0;0;0;0;0;2;3;1;1;4;2;8;3;2;4;7;1;1;1
309;0.00730855476509843;-0.00531035782402352;0;0;0;0;0;0;2;1;1;3;4;7;3;4;4;4;2;2;2;1
310;0.0168229145914088;0.0181633942035864;0;0;0;0;0;0;0;0;0;1;1;2;1;2;4;4;12;4;7;2
311;0.0108364737079429;0.00118256215571276;0;0;0;0;0;0;1;0;0;0;2;1;3;5;6;3;8;7;2;2
312;-0.0105160162802969;0.0017315683170863099;2;5;2;5;7;5;5;4;0;2;1;0;2;0;0;0;0;0;0;0
313;-0.0059947264779536;-0.006351868899757021;0;2;2;4;3;6;5;6;4;2;1;1;1;2;0;0;1;0;0;0
314;-0.00148769796296304;-0.0101496599195721;0;2;1;2;1;2;4;3;4;4;7;1;3;2;0;2;1;1;0;0
315;0.0067922530902238;-0.006041971645334021;0;0;0;0;0;0;3;3;4;2;3;1;1;4;4;2;5;2;3;3
316;0.000150928719625408;-0.0104760999053868;2;0;2;0;2;3;5;6;3;4;2;1;4;2;0;2;0;1;1;0
317;-0.00945022871272855;-0.0005594871094705269;2;3;3;5;5;5;2;5;2;5;2;1;0;0;0;0;0;0;0;0
318;-0.0060731980897255605;-0.0062480730673219395;2;0;4;3;3;3;3;3;5;4;1;3;3;0;3;0;0;0;0;0
319;0.0121350315797783;0.00422865304744228;0;0;0;0;0;0;1;0;2;1;0;2;3;7;6;3;4;4;6;1
320;0.0151520784465453;0.0126690620009761;0;0;0;0;0;0;0;0;0;1;0;2;1;4;3;3;6;9;3;8
321;-0.00943684979732273;-0.000586735308636113;6;1;4;5;6;7;1;5;2;0;1;0;1;1;0;0;0;0;0;0
322;0.0016371475303425301;-0.0102859510331614;0;0;0;3;0;1;2;5;3;4;4;3;7;4;0;0;3;1;0;0
323;-0.00606077052634949;-0.00626459716260448;4;2;3;2;1;3;3;4;7;3;3;1;1;1;2;0;0;0;0;0
324;0.0025692106462289897;-0.00993071905964418;0;1;0;0;1;2;2;2;3;6;2;4;3;3;3;3;1;3;0;1
325;0.0153574162480494;0.0133127840785708;0;0;0;0;0;0;0;0;0;0;1;2;1;1;6;7;7;4;7;4
326;-0.0058243163156945;-0.00657283319036249;2;0;3;3;3;6;8;1;7;2;1;0;3;1;0;0;0;0;0;0
327;0.009004312060389659;-0.00251469809408026;0;0;0;0;2;0;0;2;0;2;2;1;2;8;5;1;6;4;3;2
328;0.00616636300629466;-0.00685402995670864;0;0;0;0;0;1;2;1;0;3;2;10;5;4;1;3;2;6;0;0
329;-0.0006109858099775599;-0.0103942490587215;0;0;1;1;2;3;6;4;1;8;1;4;2;1;3;2;0;0;0;1
330;0.0101324371674893;-0.000321320875195901;0;0;0;0;0;0;0;0;0;2;2;2;4;8;6;5;4;1;1;5
331;-0.00286114065568265;-0.0094429338102776;0;1;3;4;2;5;5;4;2;1;3;6;0;1;1;0;1;0;1;0
332;-0.0004911142815759849;-0.0104151842388733;0;1;1;1;3;2;1;6;5;5;6;4;2;1;1;0;1;0;0;0
333;-0.00592390664269869;-0.00644443666467953;0;1;3;1;5;4;7;2;3;7;0;0;2;2;2;0;1;0;0;0
334;0.00396203098631929;-0.00906086237868916;0;0;1;0;1;1;3;2;6;4;3;3;3;2;2;3;3;1;1;1
335;0.0142405864168699;0.00991816542968962;0;0;0;0;0;1;0;0;0;1;2;3;6;0;4;10;2;7;3;1
336;0.013640811483761003;0.00820293372876182;0;0;0;0;0;0;0;0;0;0;1;3;3;1;5;8;2;5;6;6
337;-0.00618732764765345;-0.00609481045839369;4;3;2;4;2;5;2;3;4;4;2;1;1;2;0;0;0;1;0;0
338;0.00488794915195439;-0.0082578225749721;1;0;0;0;0;1;3;4;1;5;2;2;4;4;4;1;5;1;2;0
339;0.00375726160778449;-0.009214216719090871;0;0;1;0;0;1;4;2;3;3;3;3;5;3;3;4;2;2;0;1
340;-0.011154227323521;0.00321734718900867;4;6;5;3;0;3;6;5;3;1;4;0;0;0;0;0;0;0;0;0
341;0.000246170840490048;-0.0104777845000717;0;1;0;3;1;1;2;7;6;1;4;2;3;1;1;4;2;1;0;0
342;-0.00564630279428046;-0.0067971628227195295;1;2;0;3;6;4;5;3;5;3;2;2;2;0;1;1;0;0;0;0
343;0.0027653936354278;-0.00983277537740776;0;0;0;1;1;2;3;3;6;4;4;2;1;6;4;2;0;1;0;0
344;0.00411367357813821;-0.00894163685404188;0;0;0;0;0;2;3;1;1;3;4;1;7;4;4;2;5;2;1;0
345;0.00821438395361347;-0.0038919032700289;0;0;1;0;0;0;1;1;1;2;4;6;2;3;5;3;3;3;3;2
346;-0.0125051550344636;0.00664369245412234;6;5;6;4;2;6;4;3;4;0;0;0;0;0;0;0;0;0;0;0
347;-0.0165990502058309;0.0193607168170796;11;2;5;3;8;4;3;1;1;1;1;0;0;0;0;0;0;0;0;0
348;-0.00622619044661112;-0.0060419997893488295;1;2;2;2;6;4;3;2;6;6;4;0;1;1;0;0;0;0;0;0
349;-0.00954015960669923;-0.000375356447034328;1;4;5;10;5;3;4;3;1;0;3;0;1;0;0;0;0;0;0;0
350;-0.00566262572148515;-0.0067768692644045;1;1;0;1;5;4;6;6;3;6;4;0;2;1;0;0;0;0;0;0
351;0.015077287437913001;0.012436790019866003;0;0;0;0;0;1;0;0;0;0;0;1;1;3;5;3;8;7;2;9
352;-0.0165146411621246;0.0190630809640547;8;8;5;6;4;2;4;1;1;0;1;0;0;0;0;0;0;0;0;0
353;-0.00640976449932724;-0.00578826586072184;2;0;3;2;4;3;6;4;4;4;1;3;2;2;0;0;0;0;0;0
354;-0.0157280219604719;0.016361106415522;4;6;6;5;9;4;2;1;2;0;0;0;0;1;0;0;0;0;0;0
355;0.0077895084871548595;-0.00457861759034628;0;0;0;0;0;1;1;3;3;0;1;2;4;4;1;4;7;5;3;1
356;-0.00676326250092548;-0.00527978818814066;3;3;6;4;5;3;4;5;2;1;1;1;1;1;0;0;0;0;0;0
357;0.01250675038164;0.00516561464863241;0;0;0;0;0;0;1;0;0;0;2;3;2;5;6;5;7;4;4;1
358;0.00397951341974603;-0.00904736277208845;0;0;0;0;0;0;0;6;3;2;4;4;4;2;6;4;2;2;1;0
359;-0.00203457377748772;-0.009915581943695559;0;0;2;2;4;3;1;5;1;9;4;2;3;2;0;1;0;0;0;1
360;0.00918965211223394;-0.00217264145441153;0;0;0;0;0;2;0;2;2;1;3;2;9;5;4;5;3;0;0;2
361;0.00916487381903752;-0.00221878786689261;0;0;0;0;0;0;1;0;0;2;8;2;2;2;4;6;4;3;6;0
362;-0.00872675514901584;-0.00197916556203709;6;2;2;3;3;3;7;4;0;4;3;1;0;2;0;0;0;0;0;0
363;0.000548908560269108;-0.010470525102658;0;0;1;0;2;0;5;6;5;4;5;1;5;1;3;1;1;0;0;0
364;-0.0057888696122680395;-0.006618031607901;1;0;5;3;6;3;2;3;7;0;4;3;3;0;0;0;0;0;0;0
365;-0.0026713937650413;-0.00956408585772023;0;1;1;0;2;6;5;3;2;10;3;2;4;1;0;0;0;0;0;0
366;-0.0035470498612837;-0.00894210342004003;0;0;0;5;7;6;3;5;4;2;2;2;1;1;2;0;0;0;0;0
367;-0.00800185430951488;-0.00329172215211255;1;2;6;4;4;5;3;1;4;3;2;3;2;0;0;0;0;0;0;0
368;-0.009059297161651759;-0.00134022600932137;2;1;2;5;1;3;7;7;4;4;1;2;1;0;0;0;0;0;0;0
369;0.0143304083449369;0.010181522412433001;0;0;0;0;0;0;0;0;1;1;1;2;2;5;1;9;5;5;4;4
370;0.0119057754114523;0.0036652101573379295;0;0;0;0;0;0;0;1;0;2;4;2;2;4;3;4;4;5;5;4
371;-0.0101580410394219;0.000935524170483769;5;5;4;6;5;2;3;3;4;2;0;0;1;0;0;0;0;0;0;0
372;0.0108557155835499;0.0012251215390291;0;0;0;0;0;0;0;2;0;1;1;3;4;5;4;4;5;5;2;4
373;0.0130350583896661;0.00654705979294209;0;0;0;0;0;0;1;0;0;1;1;3;2;5;2;6;3;7;4;5
374;-0.0136036168230862;0.009711400120554391;4;7;4;6;6;4;3;1;3;1;1;0;0;0;0;0;0;0;0;0
375;-0.0138603849868456;0.0104649162828171;5;5;7;5;1;7;2;5;0;1;1;0;1;0;0;0;0;0;0;0
376;0.00341829905489064;-0.009448774138909391;0;0;1;0;2;3;1;1;0;4;5;3;5;4;3;6;1;0;1;0
377;0.0094775409380764;-0.0016270612285441;0;0;0;1;0;0;1;0;0;1;0;5;5;7;0;5;4;2;6;3
378;0.0166364298318949;0.0175211821639191;0;0;0;0;0;0;0;0;1;0;1;0;5;2;3;2;7;5;10;4
379;-0.0106181688792089;0.00196365024333668;5;6;4;6;3;5;3;4;0;1;3;0;0;0;0;0;0;0;0;0
380;-0.0170621291098519;0.0210201289454267;11;8;3;4;5;2;2;0;1;1;2;0;0;1;0;0;0;0;0;0
381;0.00559546388074935;-0.007523207785785209;0;0;0;0;0;0;2;3;3;3;4;1;4;8;1;2;3;4;2;0
382;-0.00991025471337008;0.000400226329794174;2;5;5;5;5;4;1;3;4;2;3;0;1;0;0;0;0;0;0;0
383;0.00842164229671797;-0.0035432007440303797;0;0;0;0;0;1;0;3;1;3;1;1;1;5;7;1;6;5;3;2
384;0.0157653943111315;0.0146179684261138;0;0;0;0;0;0;0;0;0;0;2;2;3;6;6;3;7;5;1;5
385;0.0040952242756727795;-0.00895639946722098;0;0;0;2;1;1;0;1;2;4;5;4;3;9;4;0;3;0;0;1
386;0.00777847842078352;-0.00459594179527433;0;0;1;0;0;1;1;2;3;2;3;2;1;2;6;8;1;3;1;3
387;0.00349201456716352;-0.00939981110987899;0;0;2;0;2;1;1;3;5;5;4;1;3;2;1;3;2;1;2;2
388;-0.00134793312535509;-0.0101994357045797;0;1;2;1;1;4;4;5;4;3;5;2;5;1;0;1;0;0;1;0
389;-0.00693648807952671;-0.00502106488580924;1;3;5;2;3;9;1;4;3;0;5;2;2;0;0;0;0;0;0;0
390;-0.0165086507378292;0.0190420147450018;7;10;9;4;4;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0
391;0.0133268153357968;0.00733500924895458;0;0;0;0;0;0;1;0;1;1;1;0;4;0;3;6;5;6;8;4
392;-0.00619996065655821;-0.00607767815083327;2;1;3;7;3;2;6;1;5;3;0;2;1;2;2;0;0;0;0;0
393;0.00523486943648195;-0.00791071127835837;0;0;1;0;0;2;1;1;4;4;2;4;8;2;2;3;2;2;0;2
394;0.00810232817497509;-0.00407668580216715;0;0;0;0;0;1;1;1;3;3;1;0;2;5;5;7;2;3;4;2
395;0.00869308966654823;-0.00307289868741315;0;0;0;0;0;0;0;1;1;0;2;2;3;6;9;6;5;3;1;1
396;-0.00390094318738165;-0.00864517536746968;1;2;1;3;2;6;2;6;3;3;5;1;2;0;2;1;0;0;0;0
397;-0.0103218884483252;0.00129654825518468;5;2;4;3;5;6;2;5;3;2;2;0;0;0;1;0;0;0;0;0
398;0.0075099432855033794;-0.00500985258908294;0;0;0;0;0;1;2;0;1;4;2;3;2;4;3;6;6;1;3;2
399;-0.0064904415661245106;-0.005674522951903921;1;2;5;5;3;2;6;4;2;3;1;2;2;1;1;0;0;0;0;0
400;0.00312457027597148;-0.009632573852290209;0;0;0;0;2;0;3;1;1;6;8;3;8;3;1;1;2;0;0;1
401;-0.0063786184104903;-0.00583181266891689;1;3;2;2;2;5;6;5;6;4;1;2;0;0;1;0;0;0;0;0
402;0.00442284199566375;-0.0086836444794966;0;0;0;1;2;0;2;6;2;5;5;5;2;5;0;0;3;1;1;0
403;0.0142704079526829;0.0100054145385605;0;0;0;0;0;0;0;0;0;0;1;1;3;4;4;6;5;8;6;2
404;0.00343644403734732;-0.009436827516812591;0;2;0;0;1;2;3;4;4;2;4;1;4;4;4;1;2;2;0;0
405;0.0006668579202205129;-0.0104625018135274;0;0;0;0;0;2;2;4;4;4;8;3;1;2;3;2;3;0;2;0
406;-0.00850816536768036;-0.0023865467416733102;2;6;3;5;7;4;7;1;1;2;1;0;1;0;0;0;0;0;0;0
407;0.000865781878802656;-0.0104423710374688;0;0;1;2;2;2;1;3;2;6;4;3;3;4;2;1;3;1;0;0
408;0.00890017159967669;-0.00270373960357633;0;0;0;0;0;0;1;0;1;1;4;3;3;3;5;4;2;5;4;4
409;-0.0011890945392210401;-0.010251038729201;1;1;0;0;5;2;2;2;6;3;2;5;2;2;3;1;2;0;1;0
410;-0.00483705770428881;-0.00773331507613907;2;0;2;4;2;6;4;8;2;3;3;0;3;0;1;0;0;0;0;0
411;0.00412997295318244;-0.00892853525478151;0;0;0;0;0;0;1;2;1;4;3;5;5;4;6;5;1;2;1;0
412;-0.007566636702920009;-0.00402689672234058;2;3;3;4;6;6;2;0;6;2;3;1;0;1;1;0;0;0;0;0
413;-0.0008761919563844451;-0.0103372396363516;0;1;1;0;3;0;4;5;5;3;3;4;4;1;1;2;2;1;0;0
414;0.007700428253947291;-0.00471780217666302;0;0;0;0;0;1;3;0;1;2;2;3;3;6;3;3;4;4;3;2
415;0.00918358367347158;-0.00218395503511102;0;0;0;0;0;0;0;1;1;0;2;6;5;3;6;4;2;5;5;0
416;-0.0113499042303042;0.0036899736754945397;0;6;4;9;3;5;4;2;3;2;2;0;0;0;0;0;0;0;0;0
417;0.00470355800773611;-0.00843205832686277;0;0;0;1;0;0;0;3;4;1;3;8;8;2;3;5;0;1;1;0
418;-0.00362974124064276;-0.00887507055925087;1;0;5;2;1;5;6;2;8;1;2;1;2;1;2;0;1;0;0;0
419;0.00647469068931826;-0.0064642426432903796;0;0;0;0;1;0;1;0;0;3;4;4;4;3;5;4;4;6;0;1
420;0.00970127180424346;-0.0011910832509964698;0;0;0;0;0;0;0;1;2;2;1;1;3;7;4;8;5;2;1;3
421;0.0165545878415483;0.0172416357023689;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;3;4;5;6;14
422;-0.00149138189412541;-0.0101482925991707;1;0;3;2;4;0;2;9;1;3;2;5;1;5;0;1;0;1;0;0
423;-0.0121368487771411;0.005671670896463779;5;3;3;6;5;3;5;4;2;2;0;0;2;0;0;0;0;0;0;0
424;-0.0046895567747506795;-0.0078891726346296;0;2;3;4;1;1;4;5;2;6;2;1;4;2;2;1;0;0;0;0
425;-0.0125728891981159;0.00682554635502944;7;6;4;6;2;5;2;2;2;1;1;1;1;0;0;0;0;0;0;0
426;-0.000317368342268354;-0.0104401873934711;0;2;0;2;1;2;7;4;8;1;4;2;2;1;2;0;1;1;0;0
427;-0.00324609775366964;-0.009173978994008791;0;1;2;5;4;2;5;2;6;4;3;3;0;1;0;0;1;0;1;0
428;-0.0030935349429363;-0.00928428074773891;0;0;1;2;4;1;1;8;6;7;4;2;0;2;0;1;1;0;0;0
429;-0.00273238653566906;-0.00952596458552067;0;0;1;2;3;0;5;2;5;9;4;2;3;2;1;1;0;0;0;0
430;-0.000892255322594991;-0.010333313584206999;0;0;0;4;1;3;6;3;2;3;4;4;2;4;2;2;0;0;0;0
431;-0.0155286408158073;0.0156968300590034;4;10;7;3;3;3;5;4;0;0;1;0;0;0;0;0;0;0;0;0
432;0.0130857968948208;0.006682809218485629;0;0;0;0;0;0;0;0;0;2;0;3;4;2;4;2;6;3;6;8
433;0.0174146060299626;0.0202492539049731;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;4;6;0;10;13
434;-0.009267365700727559;-0.0009286707290248551;2;2;3;2;4;4;8;2;7;2;1;2;1;0;0;0;0;0;0;0
435;0.0015159417703995;-0.0103187798513899;0;1;0;0;0;2;1;2;5;6;4;6;2;4;2;1;2;2;0;0
436;-0.00250380972164886;-0.00966481761294683;0;0;1;4;2;3;2;5;6;4;2;3;2;2;1;1;2;0;0;0
437;0.006784250277508771;-0.0060528725607886;0;0;0;0;1;0;2;2;0;2;4;6;5;5;3;2;3;2;2;1
438;-0.00321089538326261;-0.00919986257551995;0;0;1;2;4;5;3;5;4;6;2;3;2;1;2;0;0;0;0;0
439;-0.00400390381037922;-0.008553863384862841;0;1;1;4;1;4;7;4;2;1;1;5;4;0;3;0;0;1;0;1
440;0.000207692440538309;-0.0104773325868164;0;1;1;1;2;0;3;2;5;2;2;3;5;6;3;3;0;1;0;0
441;0.0108294199927907;0.0011669800932503;0;0;0;0;0;0;0;1;1;2;5;1;4;8;0;6;3;3;2;4
442;-0.0167502908088466;0.0198977396440595;8;8;9;3;3;0;4;2;2;1;0;0;0;0;0;0;0;0;0;0
443;0.0110159643511622;0.0015825728226732802;0;0;0;0;0;0;1;0;1;0;2;2;3;4;4;4;6;5;5;3
444;-0.00303723059650786;-0.00932375713123821;0;2;1;2;3;5;4;0;5;2;3;3;6;2;1;1;0;0;0;0
445;0.0107152233624058;0.0009161628212165131;0;0;0;0;0;0;3;0;3;4;0;2;2;6;5;2;2;5;4;2
446;-0.00352563050090646;-0.00895923332065;0;1;5;1;4;1;5;9;0;1;4;3;1;2;1;1;0;1;0;0
447;0.0158491904453719;0.0148903594710845;0;0;0;0;0;0;0;0;0;0;0;1;7;2;4;3;4;9;5;5
448;-0.000593046859376147;-0.0103975734814282;0;0;1;1;2;1;4;4;4;5;4;5;2;0;4;0;2;0;0;1
449;0.00843129687397645;-0.00352673811328975;0;0;0;0;0;1;0;1;3;0;1;4;5;7;3;5;3;3;2;2
450;0.0139109890188756;0.00896626224160017;0;0;0;0;0;0;0;1;0;0;0;1;2;1;5;9;6;5;8;2
451;-0.0059160551765631295;-0.00645463455395838;0;4;1;1;4;3;5;6;6;4;3;3;0;0;0;0;0;0;0;0
