site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
338;-0.0171446529037247;0.00789163505544651;0;7;3;9;1;0;0;0;0;0
339;-0.000257750039015592;-0.0156866231278884;0;0;2;6;4;3;2;2;1;0
340;0.008694925352558;-0.0100275253263361;0;1;1;0;4;2;5;0;4;3
341;0.0226282255982559;0.0238111388568809;0;0;0;0;0;0;0;4;7;9
342;0.00493312496712974;-0.013938241429564999;0;3;2;2;3;6;2;0;2;0
343;-0.0153133106639269;0.00317029166647989;4;3;6;0;3;4;0;0;0;0
344;-0.0028487529534099;-0.0149765735129064;1;0;3;4;5;2;1;1;2;1
345;-0.0213883567502439;0.0208559707911995;11;5;4;0;0;0;0;0;0;0
346;0.00225095115776053;-0.0153698425072719;0;1;1;2;7;5;4;0;0;0
347;0.0073669685847007295;-0.0116617598964849;0;0;1;2;4;4;5;1;1;2
348;0.013732769570863999;-0.0013103336394461199;0;0;0;0;1;3;0;9;5;2
349;-0.0034423978670316;-0.0146654839224674;0;3;1;6;3;5;2;0;0;0
350;-0.0054267237653323;-0.0132240717426586;0;0;3;4;5;6;2;0;0;0
351;-0.00248985708336581;-0.0151378112403777;0;1;4;4;2;3;4;0;2;0
352;0.0223123023336443;0.0227061794778957;0;0;0;0;3;1;0;3;5;8
353;0.0069902102437978;-0.0120749965413821;0;1;1;2;2;6;6;0;2;0
354;0.0174802667652956;0.0077585130408995;0;0;0;1;1;3;1;0;6;8
355;-0.0184603477967897;0.0116086238612203;4;4;10;0;1;1;0;0;0;0
356;0.008019986532819271;-0.0108927287583415;0;1;0;0;3;8;2;1;1;4
357;0.00632605879904378;-0.0127491846772987;0;0;1;2;3;5;7;0;1;1
358;0.0134459458933287;-0.00191360636022808;0;0;0;1;3;4;4;1;4;3
359;-0.0110038694897619;-0.0058624621702237;1;6;3;4;3;2;1;0;0;0
360;-0.0237888224160086;0.0294412659305284;11;3;3;0;1;2;0;0;0;0
361;-0.008470385500246109;-0.00981186402586698;0;2;3;6;7;2;0;0;0;0
362;-0.0177823963650114;0.00965939403045071;7;3;8;0;1;1;0;0;0;0
363;-0.0075593942666075595;-0.0109856734589471;0;3;2;8;3;1;0;3;0;0
364;-0.0114315479292781;-0.00509635009362537;0;5;1;5;7;2;0;0;0;0
365;0.0116703272441658;-0.005360774520876879;0;1;0;1;2;7;1;3;3;2
366;0.0177031103678114;0.00836724119200461;0;0;0;0;1;1;2;4;7;5
367;-0.0122687263980635;-0.00351356692662492;1;3;7;0;5;1;3;0;0;0
368;-0.0172946036160196;0.008301541201960371;6;5;5;0;1;0;3;0;0;0
369;0.024857198396744003;0.0320523773126627;0;0;0;0;0;0;1;1;10;8
370;0.0036254457151290898;-0.0147773030734563;0;0;1;4;4;6;2;1;1;1
371;0.007617889776432229;-0.0113741808400866;0;0;0;3;3;5;0;5;3;1
372;-0.011146187685493998;-0.00561071165805647;4;6;1;0;5;2;0;2;0;0
373;-0.0171922104291668;0.00802125633418143;0;4;6;7;1;2;0;0;0;0
374;-0.0058604109226403;-0.0128267239519741;0;0;5;7;5;0;2;1;0;0
375;0.0024681682042160197;-0.0152959339390101;0;0;1;1;6;7;3;0;1;1
376;0.00786973886974661;-0.0110755987170357;0;0;2;1;1;3;0;7;5;1
377;-0.0139059624120706;-0.000100170478235076;1;6;7;2;3;0;0;1;0;0
378;-0.0058738736617382605;-0.01281391673038;0;2;4;7;2;2;2;1;0;0
379;0.00645177825827021;-0.0126268789834832;0;0;1;3;3;2;0;8;3;0
380;0.00958325641153634;-0.008779764183927341;0;1;1;3;5;2;0;4;3;1
381;0.0123318427519821;-0.00413436780084417;0;0;1;0;2;8;7;0;2;0
382;-0.0037637854899407797;-0.0144739814359053;0;1;1;7;6;2;2;0;1;0
383;-0.021990965227491;0.0229261623105247;7;5;6;0;2;0;0;0;0;0
384;0.0143640036739069;6.282368633288929e-05;0;0;0;0;3;4;0;5;5;3
385;-0.0114798673190596;-0.00500798879986934;0;2;4;6;3;4;1;0;0;0
386;0.00630814379341648;-0.0127664112295584;0;0;0;3;4;4;6;0;3;0
387;-0.00189310178434098;-0.0153611431345656;0;0;2;4;3;4;5;1;1;0
388;-0.0199164930187957;0.0160392350959118;6;9;5;0;0;0;0;0;0;0
389;0.0114285880720753;-0.00579180300116989;0;0;0;1;2;5;4;1;6;1
390;0.0148532991214305;0.0011702524114091;0;0;0;0;1;2;3;1;10;3
391;0.00270006315643097;-0.0152088558555536;0;0;1;2;3;6;2;3;3;0
392;0.0227851528558855;0.0243658255677973;0;0;0;0;1;2;0;3;9;5
393;0.0135875507808135;-0.00161738474887608;0;0;0;0;2;6;3;1;3;5
394;0.009319709232320521;-0.00916287141434052;0;0;0;1;5;1;7;0;5;1
395;-0.0162417629976894;0.00549811013970195;1;6;5;0;5;2;1;0;0;0
396;0.0234275739299031;0.026676884893337995;0;0;0;0;0;0;0;3;9;8
397;-0.0243067754579351;0.0314123894169728;8;4;6;0;2;0;0;0;0;0
398;0.0201154440078014;0.0154558711516504;0;0;0;0;0;2;3;2;7;6
399;0.006948437342707;-0.0121194415540233;0;0;1;3;3;2;6;0;3;2
400;-0.0019453123544770398;-0.015343835437791999;0;2;3;3;7;3;2;0;0;0
401;0.0103472544002322;-0.00760754873864647;0;0;0;3;2;8;2;2;2;1
402;-0.00863985418398617;-0.009579130817310709;0;3;4;8;1;2;1;0;1;0
403;0.0105017727374738;-0.007359327509744609;0;0;1;2;3;5;3;3;2;1
404;0.0100655692703129;-0.00805040792853798;0;1;0;1;0;5;1;3;6;3
405;0.0237008355986234;0.0276795641428535;0;0;0;0;0;0;0;6;5;9
406;-0.008020584656968591;-0.0104077149898053;0;4;3;6;3;3;1;0;0;0
407;-0.0194574976746648;0.0146067229691189;9;6;5;0;0;0;0;0;0;0
408;-0.0236447467704562;0.0289004585892333;6;8;6;0;0;0;0;0;0;0
409;0.0064680156079992;-0.0126109016017641;0;1;1;2;1;6;4;1;3;1
410;-0.0230877530181873;0.0268403603402208;8;6;4;0;1;1;0;0;0;0
411;0.0207108237171469;0.0173459603733402;0;0;0;1;1;3;0;7;3;5
412;-0.0018058147619476102;-0.0153891227845221;0;1;4;4;2;6;2;0;0;1
413;-0.00496604172918371;-0.0136138096942707;0;1;3;3;6;4;0;1;2;0
414;0.0139187096386649;-0.0009123477448462711;0;0;0;0;0;5;0;7;4;4
415;0.0108965673234388;-0.00670809834322174;1;0;0;1;2;3;3;2;5;3
416;-0.00835984276608768;-0.00996124380982467;0;3;7;2;2;1;4;1;0;0
417;-0.0242539936055409;0.0312095953256792;9;4;6;0;1;0;0;0;0;0
418;-0.0231803131440179;0.027179328934896;8;4;8;0;0;0;0;0;0;0
419;-0.00817594677520552;-0.0102054977313698;1;1;2;5;5;3;1;1;1;0
420;0.0197985385320936;0.0144725191751112;0;0;0;0;0;4;0;9;4;3
421;0.000661373980449213;-0.0156852499806285;0;0;2;3;4;7;3;0;1;0
422;-0.008164636743652559;-0.0102203466091502;0;1;2;6;5;4;0;1;0;1
423;0.000634419700347777;-0.0156871779556296;0;2;0;4;6;3;4;0;0;1
424;0.0166691554941611;0.00560868293441653;0;0;0;0;1;1;1;3;8;6
425;-0.0155234788760927;0.00368537592648687;4;8;4;1;2;0;0;1;0;0
426;0.0234368404181208;0.0267106943950824;0;0;0;0;0;0;0;5;9;6
427;0.0055579366048302;-0.0134425542148972;0;0;0;2;2;9;5;1;1;0
428;-0.000224269534794133;-0.0156889007181157;0;0;1;4;3;7;1;1;2;1
429;-0.0230770704807467;0.0268013259150429;11;2;5;0;2;0;0;0;0;0
430;-0.00949070420858448;-0.00834250191687156;0;7;3;6;1;3;0;0;0;0
431;0.0223475303003961;0.0228286150574311;0;0;0;1;0;1;0;7;6;5
432;0.00466783136935111;-0.0141301726119117;1;1;1;2;6;4;3;0;2;0
433;0.00319147632698611;-0.0149964253598845;0;1;0;1;3;6;8;0;1;0
434;-0.000528637841459265;-0.0156617232049199;0;0;1;3;2;6;7;0;1;0
435;0.0146791560148605;0.000771803960521363;0;0;1;0;3;1;0;4;5;6
436;-0.000209477407381976;-0.0156898509355014;0;4;0;3;5;5;3;0;0;0
437;-0.0182735481956827;0.011064340129053002;9;7;2;0;0;2;0;0;0;0
438;-0.00333906448297787;-0.0147236111863677;0;1;3;7;5;2;1;0;1;0
439;-0.0163066075822605;0.00566574473311169;2;8;7;1;2;0;0;0;0;0
440;-0.0049505904290429795;-0.0136263040250062;0;3;4;5;5;2;0;0;0;1
441;0.0171475608402903;0.00686418991242978;0;0;0;0;2;2;5;1;7;3
442;0.0169872375213296;0.00643944101434898;0;0;0;1;0;1;4;0;9;5
443;-0.0138260220447177;-0.000276606684438287;8;4;5;0;2;1;0;0;0;0
444;-0.0174931469476104;0.00884971179266614;5;5;7;0;3;0;0;0;0;0
445;0.0226269728835605;0.0238067264734516;0;0;0;0;0;1;0;1;12;6
446;-0.0211953606215778;0.020205008252973;8;6;5;0;0;1;0;0;0;0
447;0.0237093433892034;0.0277109699637504;0;0;0;1;0;1;0;8;5;5
448;0.0120066496584565;-0.0047458399579656295;0;0;2;1;2;4;1;4;3;3
449;-0.0149213168573803;0.00222811476219625;0;4;6;4;4;1;1;0;0;0
450;-0.0191247524152811;0.0135889141235684;6;9;4;0;1;0;0;0;0;0
451;-0.0177740603998951;0.00963587573906935;4;8;6;0;1;1;0;0;0;0
452;-0.00849506738771951;-0.00977824863984859;1;6;2;4;2;4;0;1;0;0
453;0.0207734657041224;0.0175480589629654;0;0;0;0;0;1;0;7;6;6
454;-0.0145150562015083;0.00127710364984577;0;8;2;4;1;4;1;0;0;0
455;-0.0197631682496864;0.0155570336542043;0;10;0;7;2;1;0;0;0;0
456;-0.00762008337303217;-0.0109115265517784;0;1;5;4;4;2;4;0;0;0
457;-0.0184657977831336;0.0116245859007162;8;5;6;0;1;0;0;0;0;0
458;0.00444057358192326;-0.0142857993640125;0;1;0;3;5;6;2;1;2;0
459;0.00624214088041871;-0.0128294429380047;1;0;1;0;2;8;0;5;3;0
460;0.0159857492621883;0.0038775068546698;0;0;0;0;1;3;0;3;8;5
461;-0.000419604394428052;-0.0156731308238148;0;2;0;5;6;4;2;1;0;0
462;0.007357623729316791;-0.0116722790520936;0;0;1;1;2;8;4;0;3;1
463;-0.0141243066187207;0.000386849012239586;2;6;8;0;4;0;0;0;0;0
464;-0.0205724329741677;0.0181438141204104;6;7;4;0;2;1;0;0;0;0
465;-0.0100784840659528;-0.0074218424634495;0;6;3;4;2;4;0;1;0;0
466;0.0193623151483513;0.0131447150515313;0;0;0;0;2;2;1;0;11;4
467;0.0221297284349029;0.0220747613165293;0;0;0;0;1;2;0;4;6;7
468;0.0128401510182391;-0.00314531993075044;0;0;0;2;1;5;4;1;5;2
469;0.00739845622441306;-0.0116262145068917;0;1;0;1;4;6;1;3;3;1
470;-0.0148960738025346;0.00216826857355474;0;7;8;1;3;0;1;0;0;0
471;-0.0137626889628051;-0.000415676700302197;3;5;3;1;5;2;1;0;0;0
472;0.00886688459495067;-0.009795659105841709;0;0;0;2;2;4;0;6;4;2
473;0.00117102941726817;-0.0156273274142701;0;0;3;3;4;4;2;3;0;1
474;0.0056782510031175;-0.0133400668471969;0;0;2;3;5;3;5;0;2;0
475;0.00324901972710453;-0.0149690705537622;0;1;1;3;6;6;0;2;1;0
476;-0.0227211519018392;0.0255110274322299;10;6;3;0;1;0;0;0;0;0
477;0.0114233937185924;-0.0058009640089974;0;0;0;0;3;5;5;0;3;4
478;0.00901793301595481;-0.00958815869016814;0;0;0;1;6;2;0;6;4;1
479;-0.0067572305051970295;-0.0119113845170982;0;3;6;3;5;1;1;0;1;0
480;0.0230295201235572;0.0252372819946107;0;0;0;0;0;3;0;5;5;7
481;-0.00119850440552317;-0.0155506813546123;0;1;2;2;3;4;3;3;1;1
482;0.0223142446121244;0.0227129248349105;0;0;0;0;0;3;2;0;5;10
483;-0.0104660021398988;-0.00678519180006127;0;2;7;6;2;2;1;0;0;0
484;-0.0242418074995956;0.0311628370193255;7;10;3;0;0;0;0;0;0;0
485;-0.00824459271252088;-0.0101149420117182;0;3;5;5;3;3;1;0;0;0
486;0.0139012666803775;-0.000949913344336043;0;0;0;1;1;4;0;6;6;2
487;0.000290077155932125;-0.0157017717115434;0;1;4;4;5;3;1;1;1;0
488;0.00674553907716402;-0.0123314218224043;0;0;0;4;3;4;5;0;3;1
489;0.00522042877695396;-0.0137179239633293;0;0;1;3;3;5;1;4;2;1
490;-0.0179107141551434;0.0100227939923239;2;8;7;1;1;0;1;0;0;0
491;0.0234352377538935;0.026704845986057;0;0;0;0;0;0;0;7;7;6
492;0.00743051213047718;-0.0115898677232042;0;0;2;2;1;10;1;1;1;2
493;-0.0193165190517306;0.0141733721219562;6;3;7;2;0;1;1;0;0;0
494;0.0129382070881864;-0.00294985865388617;0;0;1;0;3;4;4;0;3;5
495;0.0155287480701266;0.00276076121292365;0;0;0;0;3;2;3;2;5;5
496;0.000187830739321274;-0.0157025206791145;1;3;3;2;3;3;0;5;0;0
497;0.00805588422797188;-0.0108485122915056;0;0;0;2;5;4;4;0;4;1
498;0.00211168052378262;-0.0154133323462945;0;0;2;3;4;7;0;2;2;0
499;-0.00857922865518708;-0.00966290650659967;0;1;6;5;2;4;0;1;1;0
500;0.000621527605527755;-0.0156880597715206;0;0;1;0;4;9;3;2;0;1
