site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
450;-0.0178218939342803;-0.005826348614349729;4;5;1;0;0
451;-0.0323771057362757;0.0335744447173728;6;4;0;0;0
452;-0.0177556704509289;-0.00595202844882119;3;3;3;1;0
453;0.0291640985707428;0.0270077287186627;0;0;0;4;6
454;0.0248667883200344;0.0138525038153106;0;0;1;5;4
455;0.0105545432044297;-0.0152211799320017;0;0;4;5;1
456;-0.0211539005394003;0.0011238090181108;3;6;1;0;0
457;-0.0146015652960807;-0.0113758127695558;1;4;5;0;0
458;0.00406731023753266;-0.0209319363126271;0;1;7;2;0
459;-0.0141754948108699;-0.012024062950156999;2;4;4;0;0
460;0.0194461638906811;0.00017376088484063302;0;0;4;3;3
461;-0.0293623800352346;0.0234882015085894;4;4;2;0;0
462;0.0276398568069796;0.0221076941176515;0;0;0;4;6
463;0.0334222761518035;0.0420592993052286;0;0;0;4;6
464;0.0243667714239647;0.0124545679144793;0;0;3;1;6
465;0.0181006774553617;-0.0027177090639992;0;0;2;6;2
466;-0.0321070517031665;0.0326299163018079;5;4;1;0;0
467;0.0242671896398417;0.012179463823228001;0;0;2;5;3
468;-0.0292658124642793;0.0231817467896035;4;4;2;0;0
469;0.0290632024605455;0.026675426756332995;0;0;0;3;7
470;-0.018988151128450002;-0.00353346216130825;2;8;0;0;0
471;-0.0170222086130926;-0.0073115423370514404;3;4;3;0;0
472;-0.00462745187744679;-0.0212806804848281;1;2;4;3;0
473;-0.00104982906737349;-0.0221503342517517;0;1;6;1;2
474;-0.0319686125441563;0.032148847596501;5;5;0;0;0
475;-0.00873112706308604;-0.0185386971469418;2;4;4;0;0
476;-0.0184153670802974;-0.00467838019360495;2;7;1;0;0
477;-0.00294912220845191;-0.0218650606967036;2;2;6;0;0
478;-0.028484274924587;0.0207395368358045;7;3;0;0;0
479;-0.0305646262786412;0.0273899149631442;9;1;0;0;0
480;-0.0306308103028619;0.0276093514097811;6;3;1;0;0
481;-0.0263564311607381;0.0144328876347102;5;4;1;0;0
482;-0.0130269212252997;-0.0136714836770079;2;6;2;0;0
483;0.0126370431057296;-0.0124002870478197;0;1;2;4;3
484;-0.0118615703494706;-0.0151937376412469;2;2;4;2;0
485;-0.00330633210839398;-0.0217667999155164;0;2;6;2;0
486;0.0060311899933743396;-0.0196947373312502;0;0;6;3;1
487;-0.00126943340058177;-0.0221377634329597;0;2;6;1;1
488;-0.0238460479601653;0.0076368253755958095;3;7;0;0;0
489;0.0023619640611985;-0.0216599755111175;0;2;7;1;0
490;0.0311788938925601;0.0338793737672525;0;0;0;3;7
491;-0.0219002978768677;0.00284916862266667;6;3;1;0;0
492;0.028832377108389;0.0259194395308108;0;0;1;4;5
493;0.0228375637923036;0.00835097500405468;0;0;3;4;3
494;0.014095035037053002;-0.0101396599410011;0;0;2;6;2
495;0.020400276365646;0.0023455863685241302;0;0;4;2;4
496;0.00479004017548545;-0.0205262754993087;0;4;3;2;1
497;0.0167005536211312;-0.00551385136117001;0;0;2;5;3
498;-0.0347919633643015;0.0423793561318004;9;1;0;0;0
499;0.0313427420710064;0.0344579482182511;0;0;0;4;6
500;-0.006679227822429671;-0.0201427206026491;0;5;4;1;0
