site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
225;0.00889333049908151;-0.00259622886416684;0;0;0;1;0;0;1;0;0;2;0;3;8;2;9;5;2;2;4;1
226;-0.0125158390573961;0.00685658030194671;3;2;8;9;1;3;4;2;3;2;3;0;0;0;0;0;0;0;0;0
227;0.0127701538260743;0.0072262634120449;0;0;0;0;0;0;0;0;0;0;1;2;3;4;5;2;7;5;9;2
228;-0.00857874973597912;-0.00297556576706086;0;3;3;8;1;6;4;2;3;5;2;1;0;2;0;0;0;0;0;0
229;-0.0101715201561787;0.000562739497560933;3;0;8;10;4;6;1;3;2;1;1;0;1;0;0;0;0;0;0;0
230;-0.0125844925523982;0.0070603873448306;5;3;11;3;3;5;2;3;3;1;0;1;0;0;0;0;0;0;0;0
231;0.007848299723486999;-0.00463877728700484;0;0;0;0;0;0;0;0;1;3;2;1;5;7;3;3;7;1;5;2
232;-0.0115811620068797;0.00419220832212807;0;5;11;5;4;5;1;3;3;1;0;1;0;1;0;0;0;0;0;0
233;0.00584304744716706;-0.00783842770599847;0;0;0;1;0;0;1;0;4;4;2;2;2;4;6;3;4;2;3;2
234;-0.0134019112555134;0.00957222455053742;3;3;7;5;4;7;3;5;0;1;1;1;0;0;0;0;0;0;0;0
235;0.0117406151583277;0.00427286812051473;0;0;0;0;0;0;0;0;0;2;1;2;5;1;6;5;6;5;5;2
236;-0.00294935047557213;-0.0106974732395949;0;0;1;3;4;2;2;2;9;3;1;6;1;2;1;1;0;2;0;0
237;0.0162726206119055;0.0191413025737332;0;0;0;0;0;0;0;0;0;0;1;0;2;3;3;3;10;3;10;5
238;0.00860517033827708;-0.0031851096232408697;0;0;0;0;0;1;0;0;2;1;3;2;5;6;4;4;4;4;3;1
239;-0.0119545353445358;0.0052318800954301;3;1;6;4;1;7;4;7;2;0;2;1;2;0;0;0;0;0;0;0
240;-0.00497639372758855;-0.00877613236893363;1;2;3;3;2;5;0;3;3;2;2;4;2;2;3;2;0;0;1;0
241;0.0035971874179211703;-0.0102986431560476;0;0;0;0;2;0;1;2;5;4;2;4;2;3;5;3;5;2;0;0
242;-0.00790962066283081;-0.0042839413708280205;3;2;3;6;6;5;3;4;4;3;0;0;0;0;1;0;0;0;0;0
243;0.000528225414228809;-0.0117413541383987;0;0;1;0;1;2;2;3;3;5;2;2;2;6;3;3;2;2;0;1
244;0.00011415031344207299;-0.0117663144689166;0;2;1;2;0;2;1;6;2;5;2;2;3;4;2;0;3;2;1;0
245;0.00529422420864632;-0.00854921952274188;0;0;1;0;1;1;1;2;1;2;1;6;3;3;4;3;4;3;3;1
246;0.0152394936252672;0.0153265387533974;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;5;12;4;10;5
247;0.0108443129961667;0.0019047817396735;0;0;0;0;0;0;0;1;0;0;0;5;6;2;3;6;6;3;5;3
248;-0.00061166111592196;-0.0117127202048458;1;2;0;3;2;1;2;3;6;3;4;1;2;3;5;0;1;1;0;0
249;-0.0066331644133159106;-0.00648764302214975;1;2;4;4;3;5;2;2;8;2;3;0;2;0;0;2;0;0;0;0
250;0.0034720125223171396;-0.0104008442441245;0;0;0;0;1;0;2;3;3;1;2;6;7;3;4;2;2;3;1;0
251;-0.00954271690219843;-0.000905453133046511;1;1;6;9;2;5;3;3;5;2;0;1;1;0;0;1;0;0;0;0
252;-0.00979889259161577;-0.000318540250318815;0;3;4;8;2;9;3;2;4;0;3;0;1;1;0;0;0;0;0;0
253;0.00278344019856345;-0.0108971121000025;0;0;1;1;0;2;1;1;3;3;2;2;6;9;3;2;0;2;1;1
254;-0.0131183742307001;0.008683135692859379;2;2;2;6;7;10;1;5;2;0;2;0;1;0;0;0;0;0;0;0
255;-0.00600294350332794;-0.00743428527930675;2;2;4;2;0;6;4;7;4;2;1;1;2;2;0;0;0;0;1;0
256;-0.0168254093371294;0.0218005484241696;4;3;15;10;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
257;-0.0146556530084769;0.0137303645773545;6;4;9;10;3;0;3;1;1;3;0;0;0;0;0;0;0;0;0;0
258;0.009505557822780009;-0.0012802285452420698;0;0;0;1;0;0;0;0;1;0;3;1;5;2;5;6;6;4;3;3
259;0.0043944544009643;-0.0095611697816624;0;0;0;0;0;0;1;2;2;1;2;3;6;5;5;4;5;0;3;1
260;0.00567056445328264;-0.008069451484040471;0;0;0;0;0;0;0;1;2;1;1;0;6;5;8;7;4;4;1;0
261;0.0020997181500140103;-0.0112794867162793;0;0;0;0;0;1;3;2;1;2;4;2;8;4;7;4;0;2;0;0
262;-0.0135074045954268;0.00990784951055859;3;4;12;14;2;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0
263;-0.0046513276958723105;-0.00914934401662033;0;0;1;3;6;6;3;5;5;3;3;2;2;1;0;0;0;0;0;0
264;0.0128286643357884;0.007401600679949059;0;0;0;0;0;0;0;0;0;0;3;0;3;2;4;3;11;7;6;1
265;0.00398751887861249;-0.00995627510565695;0;1;0;0;0;0;4;2;3;3;1;5;8;3;1;3;3;1;0;2
266;0.0101958002678753;0.00030924712065779;0;0;0;0;0;0;0;1;1;2;1;3;4;4;1;5;7;6;3;2
267;0.00958017251452705;-0.0011138121590002;0;0;0;0;0;0;0;0;1;0;1;4;3;3;10;4;5;2;3;4
268;0.0156440357346473;0.016790368040299;0;0;0;0;0;0;0;0;1;2;0;5;1;2;5;1;7;1;12;3
269;0.0102587193980281;0.00045971171112117097;0;0;0;0;0;0;0;0;1;1;0;5;4;3;8;5;3;1;2;7
270;-0.0131710422312956;0.00884685638992334;6;1;9;10;3;3;2;2;2;0;1;1;0;0;0;0;0;0;0;0
271;0.0103505443156671;0.000680973389465646;0;0;0;0;0;0;0;0;2;1;3;2;3;5;2;4;4;8;4;2
272;0.00506281367508841;-0.00882767967312321;0;0;0;0;1;2;1;3;2;3;1;1;6;8;5;2;2;2;1;0
273;-0.014621924202492;0.0136136584529462;3;8;7;11;1;5;1;0;1;1;0;2;0;0;0;0;0;0;0;0
274;0.0151370534461355;0.0149619713360065;0;0;0;0;0;0;0;0;0;1;1;2;2;2;6;6;10;3;6;1
275;-0.00396647341842979;-0.00985425221278097;1;0;0;4;1;5;4;7;6;2;2;1;2;1;3;1;0;0;0;0
276;-4.1523149398237605e-05;-0.0117652625098823;0;0;0;2;1;1;3;9;1;1;3;6;2;4;2;1;1;3;0;0
277;0.00507192519225064;-0.0088169539528938;0;1;0;0;0;0;1;1;0;3;2;4;5;5;5;3;3;2;4;1
278;-0.0139235474234673;0.0112573409114112;2;7;9;6;8;2;0;5;0;0;1;0;0;0;0;0;0;0;0;0
279;-0.0118344618420005;0.00489395240482413;3;2;10;6;3;2;3;5;3;1;0;2;0;0;0;0;0;0;0;0
280;-0.00904522361139932;-0.00200112174750572;4;3;5;3;4;6;2;6;4;1;1;1;0;0;0;0;0;0;0;0
281;0.009204044965177521;-0.0019393621447749301;0;0;0;0;0;0;0;1;1;2;1;2;6;2;4;4;8;2;7;0
282;-0.002522943476677;-0.0109785515568372;0;1;0;2;2;4;2;1;5;4;2;5;3;2;3;2;0;1;1;0
283;-0.0036956668274696703;-0.0101025379865473;1;2;0;1;2;3;2;5;7;5;0;6;1;0;2;2;1;0;0;0
284;0.00881968565434496;-0.00274858741623772;0;0;0;0;1;0;1;0;2;2;3;3;3;6;7;4;5;2;1;0
285;-0.00250728358130903;-0.0109880596884899;1;0;3;2;2;3;3;7;4;5;1;5;2;1;0;1;0;0;0;0
286;0.00725756734985373;-0.0056796883064676295;0;0;0;0;1;0;0;1;0;0;5;4;4;3;4;7;5;1;3;2
287;-0.0038658458220390103;-0.0099485263270332;1;1;0;4;3;6;5;3;5;4;2;1;3;0;1;1;0;0;0;0
288;0.0148602111142169;0.013989090482671003;0;0;0;0;0;0;0;0;1;2;2;1;2;1;3;0;12;4;10;2
289;0.011096225158443999;0.00255124955727157;0;0;0;0;0;0;0;0;1;0;1;1;2;6;5;6;7;3;3;5
290;0.00490430823344648;-0.00901114001392713;0;0;0;0;0;1;1;2;2;0;3;3;2;5;5;2;5;3;5;1
291;-0.0081140894519319;-0.00389531393483061;2;0;6;8;3;5;0;4;5;2;0;0;4;1;0;0;0;0;0;0
292;-0.0137618303791301;0.0107280746112768;4;2;7;7;5;2;3;5;4;0;0;1;0;0;0;0;0;0;0;0
293;-5.57059897857902e-05;-0.0117648832190945;0;0;1;1;2;3;2;3;4;5;1;1;4;3;4;6;0;0;0;0
294;0.00391734362574162;-0.0100204708117764;0;0;1;0;0;2;0;1;3;1;3;3;5;8;5;1;3;1;1;2
295;-0.00561407708071156;-0.007971766030549691;4;0;2;3;3;6;1;3;4;5;0;0;4;2;2;0;1;0;0;0
296;-0.00633445892546862;-0.00694797401413831;1;3;7;2;4;5;2;7;5;1;0;2;1;0;0;0;0;0;0;0
297;0.008481317593832059;-0.0034322095386247397;0;0;0;0;1;0;0;3;0;2;4;2;3;7;2;1;5;2;6;2
298;-0.0162509831004603;0.0195562050712903;3;1;14;10;4;3;3;0;2;0;0;0;0;0;0;0;0;0;0;0
299;0.00633260294545057;-0.007144582440516779;0;0;0;0;0;0;0;0;1;1;6;4;6;4;6;3;4;1;1;3
300;0.009800348210706291;-0.000615107877747913;0;0;0;0;0;0;0;0;0;1;1;2;4;7;5;7;7;2;2;2
301;-0.00455189385493058;-0.0092585385997562;1;2;2;2;3;8;4;1;8;3;1;2;0;2;1;0;0;0;0;0
302;-0.0128898882179358;0.0079804358182531;3;5;13;10;3;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0
303;-0.0117223595980776;0.004581520960865729;0;10;6;5;5;3;1;2;2;2;2;1;1;0;0;0;0;0;0;0
304;-0.0006164159887167031;-0.0117119603778509;0;0;0;1;1;4;3;6;3;3;4;2;4;2;3;2;1;1;0;0
305;-0.0170044443103512;0.022515928767977995;3;5;8;11;5;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0
306;0.0108193097795;0.00184143206883855;0;0;0;0;0;0;0;0;0;2;0;2;4;5;6;5;4;0;8;4
307;0.0110126818586558;0.00233520212043459;0;0;0;0;0;0;0;0;0;1;1;0;4;5;6;6;4;4;8;1
308;0.0018632304857164601;-0.0113861383190112;0;0;0;1;1;4;1;5;2;3;5;3;0;4;3;3;2;2;0;1
309;-0.0063932375027939605;-0.00685905046440054;1;0;3;6;3;3;3;1;6;2;2;4;2;0;2;1;1;0;0;0
310;0.0031547925685179896;-0.0106433315258042;0;0;0;0;1;1;1;2;7;0;2;7;4;0;2;2;6;4;1;0
311;0.0029214987849350803;-0.0108065531205347;0;1;1;0;1;0;2;1;1;3;3;5;6;3;5;4;0;2;1;1
312;-0.0167202868270988;0.021384019055209;5;5;5;9;3;4;1;5;3;0;0;0;0;0;0;0;0;0;0;0
313;0.00804033215802142;-0.00428271658738935;0;0;0;0;0;1;0;0;0;2;3;3;6;6;5;0;5;3;2;4
314;-0.0124155770270895;0.00656093179741586;2;9;12;7;1;1;3;2;0;0;1;1;0;0;1;0;0;0;0;0
315;-0.0115739244965751;0.00417237932666929;7;2;8;6;6;4;2;4;0;0;1;0;0;0;0;0;0;0;0;0
316;-0.00144399762912289;-0.0114986651131537;0;3;0;2;1;4;5;2;3;4;2;5;3;1;2;1;1;0;1;0
317;0.008910882083888091;-0.00255972931254416;0;0;0;0;1;0;0;0;0;3;0;1;8;4;5;5;3;7;1;2
318;0.0160359450977657;0.0182452122619746;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;6;9;6;9;5
319;0.0133763360947275;0.00908185977684242;0;0;0;0;0;0;0;0;0;2;0;2;2;1;5;5;7;5;8;3
320;0.00418361859043078;-0.00977074096902024;0;0;0;0;0;2;1;0;3;4;3;5;5;2;4;4;4;1;2;0
321;-0.006464008943894779;-0.00675090466529599;0;2;2;3;2;8;4;2;7;2;1;3;1;2;0;0;0;1;0;0
322;-0.0146640369630827;0.0137594157105874;3;2;8;11;3;1;2;4;2;3;0;1;0;0;0;0;0;0;0;0
323;0.00103554182787216;-0.0116557741346402;0;0;2;1;0;2;2;4;2;0;6;3;6;4;4;0;3;0;1;0
324;0.0106042958288347;0.00130273177918125;0;0;0;0;0;0;0;0;0;0;2;3;6;6;5;1;8;2;5;2
325;0.0115104764546446;0.00364678866047595;0;0;0;0;0;0;0;0;0;1;3;3;1;5;2;4;9;7;4;1
326;0.0164744373211898;0.0199158244456484;0;0;0;0;0;0;0;0;1;0;0;0;2;2;3;2;8;8;12;2
327;-0.0120649954881767;0.0055457487348496105;1;5;8;7;3;5;2;1;3;1;1;0;2;1;0;0;0;0;0;0
328;-0.0141210557372445;0.0119120926510625;6;3;14;6;3;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0
329;-0.004528262228154001;-0.00928414779608488;1;1;5;2;2;6;2;2;4;4;7;2;1;0;0;1;0;0;0;0
330;0.00356707111435772;-0.0103235689455127;0;0;0;2;0;2;2;5;2;3;2;5;3;4;2;1;4;1;2;0
331;0.00238296131617906;-0.0111344283378216;0;1;1;0;1;1;5;2;2;3;4;6;5;2;1;2;2;1;1;0
332;-0.00859406596361063;-0.0029443838626151;1;2;10;1;4;4;6;4;5;2;0;0;1;0;0;0;0;0;0;0
333;-0.007371513249571659;-0.00525968964738729;3;4;2;7;1;2;3;2;6;3;2;3;0;1;1;0;0;0;0;0
334;-0.0118369347241471;0.00490087771928263;0;5;7;5;2;11;1;3;4;1;1;0;0;0;0;0;0;0;0;0
335;0.0105638965213648;0.0012027286265532;0;0;0;0;0;0;1;0;1;2;0;3;2;2;11;7;3;1;3;4
336;-0.0116829857542207;0.00447248693671196;4;4;5;6;4;5;4;1;3;2;0;0;2;0;0;0;0;0;0;0
337;-0.0123044243472167;0.00623593435113501;1;2;11;7;4;5;2;3;1;0;2;2;0;0;0;0;0;0;0;0
338;0.000458887909087612;-0.0117483462635698;0;0;0;1;0;6;1;2;5;3;4;3;1;4;5;4;1;0;0;0
339;-0.00471942016292787;-0.00907322518433241;3;0;9;5;1;1;5;1;5;2;0;1;4;1;2;0;0;0;0;0
340;0.0147216872332656;0.0135090590899409;0;0;0;0;0;0;1;0;1;0;0;2;2;2;2;6;9;3;9;3
341;0.0165078855698617;0.0200451163262562;0;0;0;0;0;0;0;0;0;1;2;2;0;0;4;3;8;3;12;5
342;0.0102974175687204;0.000552717073391296;0;0;0;0;0;0;0;1;1;1;2;4;5;4;6;2;3;4;4;3
343;-0.00928508894808565;-0.00148011842671723;2;2;5;6;3;5;2;4;4;3;3;1;0;0;0;0;0;0;0;0
344;0.0123742468128043;0.00606102487534517;0;0;0;0;0;0;0;0;0;0;1;0;4;3;4;4;6;2;10;6
345;0.005308879711355571;-0.008531160000515691;0;0;0;0;0;0;0;3;2;3;4;7;4;2;4;5;3;0;3;0
346;0.0152902771702072;0.0155081844219802;0;0;0;0;0;0;0;0;0;1;1;2;0;4;4;7;6;3;9;3
347;-0.0014129376084234;-0.0115095812424392;1;0;2;0;1;1;5;5;4;2;3;4;3;3;2;3;0;0;1;0
348;-0.0142765814906468;0.0124341300027469;3;4;14;10;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
349;-0.00991947665109463;-3.6929918941898296e-05;0;4;6;10;1;6;2;3;5;0;1;1;1;0;0;0;0;0;0;0
350;0.016356240268293003;0.0194610509114721;0;0;0;0;0;0;0;0;0;1;0;1;4;1;4;2;8;7;8;4
351;0.0154327763695658;0.0160211249092581;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;4;9;6;8;2
352;0.00401412178573485;-0.0099316360717164;0;0;0;0;1;1;2;2;6;1;4;3;4;5;4;1;3;2;0;1
353;-0.0105872123857239;0.00158442630170254;2;2;6;5;2;8;5;3;2;3;1;1;0;0;0;0;0;0;0;0
354;-0.008841768473884109;-0.00243242718385585;6;0;7;10;2;2;3;2;2;3;1;1;0;1;0;0;0;0;0;0
355;0.0032100149376990197;-0.0106028211241662;0;0;0;0;1;4;2;1;0;5;3;4;2;6;4;1;5;1;1;0
356;-0.0045085791595152;-0.00930537769260587;0;2;2;5;2;2;4;4;7;3;5;0;0;3;1;0;0;0;0;0
357;-0.00536984040357335;-0.00829114985398436;0;2;4;4;5;2;2;2;8;1;3;3;2;1;0;0;0;1;0;0
358;-0.00687754013984027;-0.00609542340876337;1;2;0;1;3;4;5;7;5;2;2;3;2;0;2;1;0;0;0;0
359;-0.00414729715333993;-0.00967885729799447;0;0;3;0;1;4;2;9;10;4;0;3;0;1;1;0;1;1;0;0
360;-0.0126787025460345;0.00734186757358384;3;3;7;9;1;8;1;3;5;0;0;0;0;0;0;0;0;0;0;0
361;-0.007221913942387659;-0.00551885252669923;1;1;4;6;6;3;2;5;5;2;1;2;1;1;0;0;0;0;0;0
362;-0.00126490603066651;-0.0115584880096877;0;1;0;0;2;4;3;2;5;8;2;3;6;1;0;0;2;0;1;0
363;0.0166180260165376;0.0204727173679721;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;2;11;3;13;5
364;-0.008604323806875041;-0.00292346932309948;0;2;5;6;2;8;4;2;5;3;2;0;1;0;0;0;0;0;0;0
365;0.0164062413275086;0.0196530331660073;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;14;1;16;3
366;-0.0115568625553567;0.00412568259226501;1;0;9;11;2;2;5;2;3;2;2;1;0;0;0;0;0;0;0;0
367;0.00639279463205937;-0.007055379549801841;0;0;0;0;1;0;2;2;2;4;0;5;2;5;3;3;1;3;6;1
368;-0.0009177550700462429;-0.0116529536745748;0;1;0;2;1;1;5;5;3;2;2;4;6;2;3;1;1;1;0;0
369;0.00952277714212043;-0.00124193983523906;0;0;0;0;0;0;0;0;1;1;1;3;3;8;8;2;6;4;0;3
370;-0.0127803783238995;0.00764799747678898;0;4;9;5;4;4;6;3;2;1;0;2;0;0;0;0;0;0;0;0
371;-0.00810825401899763;-0.00390654154204281;2;1;6;3;5;9;1;5;5;1;1;1;0;0;0;0;0;0;0;0
372;-0.0123218177501476;0.0062865987479205;6;3;9;11;2;3;1;2;1;1;0;0;1;0;0;0;0;0;0;0
373;-0.00928505733377435;-0.00148018798721177;3;4;6;7;0;5;1;7;3;1;2;0;0;0;1;0;0;0;0;0
374;0.0137110648925495;0.0101435619660056;0;0;0;0;0;0;0;0;0;0;2;0;2;3;4;3;9;4;9;4
375;0.0020344406174541397;-0.0113102406871997;0;0;0;1;1;1;2;0;2;7;1;5;4;1;7;1;4;1;1;1
376;0.00675539978226584;-0.006499967468618429;0;0;0;0;0;0;1;2;1;2;4;3;6;3;9;2;0;4;2;1
377;-0.0130443823692534;0.00845423157196252;4;6;6;9;2;7;1;1;4;0;0;0;0;0;0;0;0;0;0;0
378;-0.0134363165068969;0.00968139639691728;1;7;4;6;3;7;2;2;4;1;2;0;1;0;0;0;0;0;0;0
379;0.0154663460165627;0.0161426577410881;0;0;0;0;0;0;0;2;0;0;0;1;4;2;8;5;7;3;5;3
380;0.00254371932478067;-0.0110437004799357;0;0;0;0;0;0;1;4;4;7;1;3;9;1;4;3;2;0;0;1
381;-0.00329641871260317;-0.0104371073837216;1;0;2;2;2;9;5;2;5;5;2;1;1;1;0;1;1;0;0;0
382;-0.00913455077780743;-0.00180867945953119;0;5;2;8;5;6;0;3;5;1;1;1;1;2;0;0;0;0;0;0
383;0.00254741925511435;-0.0110415407357335;0;0;1;0;1;2;1;3;2;5;2;1;7;8;3;1;0;3;0;0
384;0.0107103609055304;0.0015671097102165198;0;0;0;0;0;0;0;1;1;1;0;5;3;2;6;7;3;3;7;1
385;-0.00598995640413382;-0.007452810071741891;3;1;3;4;2;5;2;5;5;1;2;3;3;1;0;0;0;0;0;0
386;-0.0159504901983941;0.0184130817932231;3;5;7;13;4;2;1;1;1;2;1;0;0;0;0;0;0;0;0;0
387;0.0015799704643639997;-0.0114965609039123;0;0;0;1;1;1;2;3;4;4;1;3;1;5;4;6;1;1;0;2
388;0.00121304888899364;-0.0116115271992291;0;0;0;1;2;3;1;0;1;3;3;5;6;4;2;4;2;0;2;1
389;-0.013647731776552;0.0103583563945363;4;4;12;4;4;3;0;4;3;0;1;1;0;0;0;0;0;0;0;0
390;-0.00270772989057385;-0.0108619976818507;0;1;0;1;3;5;5;5;2;2;2;3;3;4;3;1;0;0;0;0
391;0.0126094081259358;0.006748706907357079;0;0;0;0;0;0;0;0;1;0;2;2;2;4;5;3;6;3;8;4
392;0.00628106490432596;-0.007220283268475829;0;0;0;0;0;1;1;2;3;1;2;3;4;3;4;4;7;1;3;1
393;-0.0120518070802062;0.00550812339179359;7;5;4;7;1;9;5;1;1;0;0;0;0;0;0;0;0;0;0;0
394;0.0135957026237123;0.009774675083634;0;0;0;0;0;0;0;0;1;0;0;1;3;3;4;3;7;1;9;8
395;0.00847064484819157;-0.00345333391336468;0;0;0;0;0;1;0;1;2;1;3;2;4;7;4;1;5;5;2;2
396;-0.010751017227517002;0.0019981941317286102;1;4;6;4;5;7;2;4;4;1;2;0;0;0;0;0;0;0;0;0
397;-0.00347353388076757;-0.0102933142553272;1;0;2;3;2;2;2;4;4;4;3;3;5;4;1;0;0;0;0;0
398;0.0142468238321234;0.011897770948168998;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;3;15;6;10;1
399;-0.0071240424725152;-0.00568555333601705;2;1;3;2;3;6;3;1;8;2;2;4;1;1;0;1;0;0;0;0
400;-0.000869586537694645;-0.0116638206530972;0;0;1;2;2;4;2;1;6;0;5;3;5;3;2;1;2;0;1;0
401;0.0147388908084898;0.0135684296336177;0;0;0;0;0;0;1;0;0;1;2;2;1;4;1;3;5;2;12;6
402;0.0121577933235435;0.00543955190417402;0;0;0;0;0;0;0;0;0;2;1;3;3;3;5;3;8;2;8;2
403;0.0165324252964545;0.0201401403665844;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;10;10;10;5
404;-0.0136148991007575;0.010252534989993999;2;6;6;9;6;4;2;2;1;1;1;0;0;0;0;0;0;0;0;0
405;-0.007143832787110321;-0.00565202705006679;1;3;3;6;2;8;4;5;2;3;1;0;2;0;0;0;0;0;0;0
406;-9.413342944784621e-05;-0.0117636176838345;0;0;0;1;1;6;2;0;7;4;2;4;3;5;2;0;2;1;0;0
407;0.000334937350972063;-0.0117580267306583;0;0;0;2;3;1;2;5;2;3;3;3;7;1;3;0;4;0;1;0
408;0.0160449764995982;0.0182791646495458;0;0;0;0;0;0;0;0;0;0;1;0;1;5;5;6;5;6;8;3
409;-0.0167889528669623;0.0216558015603221;4;6;10;10;6;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0
410;0.00578218817220999;-0.00792074194971447;0;0;0;0;0;0;0;0;1;1;3;3;8;4;8;4;2;4;1;1
411;-0.0142790705187863;0.0124425309447788;2;4;11;11;2;2;3;2;2;0;0;0;0;0;1;0;0;0;0;0
412;0.0066795768202239205;-0.00661866604346663;0;0;0;0;0;0;0;0;1;1;4;5;2;8;3;4;5;2;5;0
413;0.0015777426246498;-0.0114973545425098;1;0;0;0;1;3;0;2;5;4;5;7;2;5;3;2;0;0;0;0
414;0.00726232554798231;-0.00567163209474021;0;0;0;1;0;1;1;0;2;3;2;2;5;5;4;2;4;3;3;2
415;-0.00796395536487487;-0.00418162891969048;2;1;3;4;5;8;4;2;6;1;1;0;1;1;0;1;0;0;0;0
416;0.0102246323306615;0.00037808037869715603;0;0;0;0;0;1;0;0;0;1;2;2;2;4;1;5;7;2;9;4
417;0.0010306330914078199;-0.01165689237115;0;0;0;1;1;1;3;1;6;6;1;4;6;5;0;3;0;1;1;0
418;-0.0139183564985428;0.0112402564908303;2;4;5;6;5;4;5;3;3;3;0;0;0;0;0;0;0;0;0;0
419;-0.010405169317086;0.0011319969116841;4;4;9;7;4;2;2;4;1;1;1;0;1;0;0;0;0;0;0;0
420;-0.00329507998205459;-0.0104381661391752;1;1;2;2;3;1;2;4;6;5;0;2;3;1;2;2;2;1;0;0
421;-0.007417481624431279;-0.00517899718040737;3;1;5;6;3;5;1;1;7;3;0;3;0;1;0;1;0;0;0;0
422;0.00891218693070323;-0.00255701291192237;0;0;1;0;0;1;0;0;2;0;3;3;2;5;5;4;7;1;1;5
423;-0.0045954873267929;-0.00921095227331106;0;1;0;3;3;7;4;3;4;2;3;2;2;2;2;1;0;0;0;1
424;-0.0155872272073227;0.0170595411928139;3;5;10;7;4;4;1;2;2;1;1;0;0;0;0;0;0;0;0;0
425;0.0036419224564031;-0.010261224170409;0;0;1;0;2;2;2;1;2;5;2;3;2;4;4;2;4;2;1;1
426;0.00879428596647721;-0.00280083901401549;0;0;0;0;0;0;0;0;0;1;3;2;4;4;5;4;8;1;6;2
427;-0.00324801157572861;-0.0104751228211915;0;1;1;4;2;3;4;3;6;3;1;4;4;1;0;1;2;0;0;0
428;0.00512822261349454;-0.00875024956963785;0;0;0;0;0;0;0;2;2;0;4;8;6;6;4;2;1;3;2;0
429;-0.00963043151809203;-0.00070623264260189;4;4;3;8;5;5;3;4;1;1;2;0;0;0;0;0;0;0;0;0
430;-0.00265843957812698;-0.0108938733210506;1;2;2;3;0;5;4;5;3;4;1;4;3;0;3;0;0;0;0;0
431;-0.00999410406894156;0.000139068012957652;1;8;7;5;5;4;1;2;3;1;1;2;0;0;0;0;0;0;0;0
432;-0.0145504081072492;0.0133670889154884;2;6;12;8;3;5;0;2;1;1;0;0;0;0;0;0;0;0;0;0
433;0.0160557928255892;0.0183198524881341;0;0;0;0;0;0;0;1;0;0;1;1;1;3;5;4;8;6;9;1
434;0.00457110637849249;-0.00937752343486875;0;0;0;0;1;1;0;1;2;2;2;5;10;4;4;4;0;1;1;2
435;0.0012721448544621699;-0.0115951512613885;0;0;0;2;0;1;3;2;6;4;2;6;7;3;2;1;0;0;1;0
436;0.0015801830256918401;-0.011496485120700001;0;1;1;1;1;1;1;1;6;3;5;6;5;1;4;1;0;1;1;0
437;0.00923304441360695;-0.0018768966466189301;0;0;0;0;0;0;0;1;1;2;2;1;4;2;4;4;5;2;9;3
438;-0.0103621099237822;0.00102612239507441;1;3;6;10;2;6;1;2;3;3;2;1;0;0;0;0;0;0;0;0
439;0.00039716944508954503;-0.0117536183605548;0;1;1;0;0;4;2;7;6;1;3;4;3;5;1;2;0;0;0;0
440;-0.0104014546433883;0.00112284606857895;5;2;6;3;1;7;1;3;5;2;1;2;1;0;1;0;0;0;0;0
441;0.0156959175223078;0.0169808876993715;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;6;4;1;14;5
442;0.0136802965477555;0.0100448696589122;0;0;0;0;0;0;0;0;2;1;0;0;1;0;2;4;9;3;13;5
443;-0.00830848250313602;-0.0035167141784946;1;2;3;2;4;5;4;8;3;3;1;2;0;0;1;1;0;0;0;0
444;0.0140369112036075;0.011202416491427;0;0;0;0;0;0;0;0;1;1;0;0;2;1;6;4;9;1;13;2
445;0.0132704258745737;0.00875142179462466;0;0;0;0;0;1;0;0;0;0;2;3;2;2;4;6;4;5;9;2
446;0.009579361235509159;-0.0011156286347854699;0;0;0;0;0;0;0;0;1;1;1;6;2;1;7;4;6;5;5;1
447;0.0118489682853439;0.004571952148288171;0;0;0;1;0;0;0;0;0;0;2;0;5;2;4;4;8;3;8;3
448;0.00376961538619846;-0.0101518237436196;0;0;0;0;0;1;5;0;5;0;3;2;9;4;3;5;0;1;0;2
449;0.00834546139497487;-0.0036991062308139398;0;0;0;0;1;1;1;0;0;0;3;2;10;5;7;3;0;1;3;3
450;-0.0165078582131755;0.0205502452646473;3;3;10;7;3;5;3;3;1;1;1;0;0;0;0;0;0;0;0;0
